L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity,hmInf_strF_vhF_onlyF
akadémia,https://hu.wiktionary.org/wiki/akadémia#Magyar,https://en.wiktionary.org/wiki/akadémia#Hungarian,ɒkɒdeːmiɒ,academy,0,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,"('academy', 'school')",0.690273038,0.757847011,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ɑ|ͽ|u|o|ȣ|e|æ)(nt|w|j)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(m|ðʲm|lm)(ɑ|ȣ|i|e|ͽ|o)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akar,https://hu.wiktionary.org/wiki/akar#Magyar,https://en.wiktionary.org/wiki/akar#Hungarian,ɒkɒr,"like, mean, meant, want, will, wish",0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('want', 'want')",0.123794212,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ɑ|ͽ|u|o|ȣ|e|æ)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akár,https://hu.wiktionary.org/wiki/akár#Magyar,https://en.wiktionary.org/wiki/akár#Hungarian,ɒkaːr,will,0,-,r,1372,no_info,no_info,no_info,no_info,change of part of speech,-,certain,"('will', 'take')",0.100439773,0.935770273,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ɑ|ȣ|ͽ|o|u|e)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akárcsak,https://hu.wiktionary.org/wiki/akárcsak#Magyar,https://en.wiktionary.org/wiki/akárcsak#Hungarian,ɒkaːrt͡ʃɒk,"same_as, the_same_as",0,-,r,1585,no_info,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ɑ|ȣ|ͽ|o|u|e)(r|rk|jr|ɣr|lm)(t͡ʃʲ|jt͡ʃʲ)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akármi,https://hu.wiktionary.org/wiki/akármi#Magyar,https://en.wiktionary.org/wiki/akármi#Hungarian,ɒkaːrmi,"any, whatever, whatsoever",0,-,r,1575,no_info,no_info,no_info,no_info,no_info,-,certain,"('any', 'not')",0.035483871,0.933900952,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ɑ|ȣ|ͽ|o|u|e)(r|rk|jr|ɣr|lm)(m|ðʲm|lm)(ȣ̈|æ|i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akceptál,https://hu.wiktionary.org/wiki/akceptál#Magyar,https://en.wiktionary.org/wiki/akceptál#Hungarian,ɒkt͡sɛptaːl,You_can_accept,0,-,a,1570,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,t͡s not old
akció,https://hu.wiktionary.org/wiki/akció#Magyar,https://en.wiktionary.org/wiki/akció#Hungarian,ɒkt͡sioː,action,0,-,n,1589,IE,Romance,Latin,no_info,general,+,certain,"('action', 'fight')",0.132352941,0.792772114,t͡s not old
aki,https://hu.wiktionary.org/wiki/aki#Magyar,https://en.wiktionary.org/wiki/aki#Hungarian,ɒki,that,0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('that', 'that')",0.028195489,1.000000119,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ȣ̈|æ|i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akkora,https://hu.wiktionary.org/wiki/akkora#Magyar,https://en.wiktionary.org/wiki/akkora#Hungarian,ɒkːorɒ,the_size,0,-,r,1577,no_info,no_info,no_info,no_info,derivative,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk)(u|ͽ|ɑ|o|ȣ|i|e)(r|rk|jr|ɣr|lm)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akna,https://hu.wiktionary.org/wiki/akna#Magyar,https://en.wiktionary.org/wiki/akna#Hungarian,ɒknɒ,"mine, pit, shaft, sink, tunnel, well",0,-,n,1222,no_info,no_info,no_info,no_info,no_info,-,certain,"('sink', 'sink')",0.4166666670000001,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(n)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akó,https://hu.wiktionary.org/wiki/akó#Magyar,https://en.wiktionary.org/wiki/akó#Hungarian,ɒkoː,"(archaic) an old liquid measure, about 50 liters",0,-,r,1226,IE,Slavic,Russian,no_info,no_info,+,uncertain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
akol,https://hu.wiktionary.org/wiki/akol#Magyar,https://en.wiktionary.org/wiki/akol#Hungarian,ɒkol,"fold, kraal, pen",0,-,n,1193,IE,Slavic,Slovenian,no_info,no_info,+,uncertain,"('fold', 'fold')",0.096226415,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
al,https://hu.wiktionary.org/wiki/al#Magyar,https://en.wiktionary.org/wiki/al#Hungarian,ɒl,"(archaic, rare) lower part of something",0,-,n,1372,U,no_info,no_info,no_info,no_info,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
ál,https://hu.wiktionary.org/wiki/ál#Magyar,https://en.wiktionary.org/wiki/ál#Hungarian,aːl,"simulated, spurious, surreptitious",0,-,a,1416,Turkic,no_info,no_info,no_info,no_info,+,uncertain,"('spurious', 'deceit')",0.166666667,0.592290461,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alabárd,https://hu.wiktionary.org/wiki/alabárd#Magyar,https://en.wiktionary.org/wiki/alabárd#Hungarian,ɒlɒbaːrd,bill,0,-,n,1550,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('bill', 'bill')",0.63028169,1.0,b not old
alabástrom,https://hu.wiktionary.org/wiki/alabástrom#Magyar,https://en.wiktionary.org/wiki/alabástrom#Hungarian,ɒlɒbaːʃtrom,alabaster,0,-,n,1416,IE,Romance,Latin,no_info,general,+,certain,"('alabaster', 'stone')",0.105,0.43153888,b not old
alacsony,https://hu.wiktionary.org/wiki/alacsony#Magyar,https://en.wiktionary.org/wiki/alacsony#Hungarian,ɒlɒt͡ʃoɲ,"low, low-down, lowly, pint-sized, shallow, short, titchy",0,-,a,1456,no_info,no_info,no_info,no_info,derivative,-,certain,"('shallow', 'shallow')",0.096774194,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ͽ|u|o|ȣ|e|æ)(t͡ʃʲ|jt͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alak,https://hu.wiktionary.org/wiki/alak#Magyar,https://en.wiktionary.org/wiki/alak#Hungarian,ɒlɒk,"beggar, bloke, build, chappie, chappy, cod, configuration, coon, cove, cuss, dog, egg, figure, form, format, number, shape, size, structure",0,-,n,1405,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('build', 'build')",0.198921106,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alamizsna,https://hu.wiktionary.org/wiki/alamizsna#Magyar,https://en.wiktionary.org/wiki/alamizsna#Hungarian,ɒlɒmiʒnɒ,"charity, dole, handout",0,-,n,1372,IE,Romance,Latin,no_info,general,+,certain,"('dole', 'bill')",0.63028169,0.6662580370000001,ʒ not old
alán,https://hu.wiktionary.org/wiki/alán#Magyar,https://en.wiktionary.org/wiki/alán#Hungarian,ɒlaːn,Alan,0,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alatt,https://hu.wiktionary.org/wiki/alatt#Magyar,https://en.wiktionary.org/wiki/alatt#Hungarian,ɒlɒtː,"a-, beneath, in, pending, through, under, underneath",0,-,r,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('in', 'in')",0.052050473,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ͽ|u|o|ȣ|e|æ)(cx)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alattomban,https://hu.wiktionary.org/wiki/alattomban#Magyar,https://en.wiktionary.org/wiki/alattomban#Hungarian,ɒlɒtːombɒn,"on_the_sly, surreptitiously, underhand",0,-,n,1519,no_info,no_info,no_info,no_info,derivative,-,certain,"('underhand', 'tongs')",0.403125,0.668255389,"tː, b not old"
alávaló,https://hu.wiktionary.org/wiki/alávaló#Magyar,https://en.wiktionary.org/wiki/alávaló#Hungarian,ɒlaːvɒloː,"abject, despicable, dirty, foul, ignominious, mean, nefarious, pitiful, rascally, scurvy",0,-,a,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('dirty', 'dirty')",0.13375796199999998,0.99999994,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
aláz,https://hu.wiktionary.org/wiki/aláz#Magyar,https://en.wiktionary.org/wiki/aláz#Hungarian,ɒlaːz,humiliate,0,-,r,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('humiliate', 'betray')",0.362068966,0.662043631,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
albán,https://hu.wiktionary.org/wiki/albán#Magyar,https://en.wiktionary.org/wiki/albán#Hungarian,ɒlbaːn,Albanian,0,-,a,1559,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,b not old
áld,https://hu.wiktionary.org/wiki/áld#Magyar,https://en.wiktionary.org/wiki/áld#Hungarian,aːld,"bless, blest, bless",0,-,v,1372,FU,no_info,no_info,no_info,no_info,-,certain,"('bless', 'bless')",0.289473684,0.99999994,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(nt|mt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
áldomás,https://hu.wiktionary.org/wiki/áldomás#Magyar,https://en.wiktionary.org/wiki/áldomás#Hungarian,aːldomaːʃ,pledge,0,-,n,1200,no_info,no_info,no_info,no_info,derivative,-,certain,"('pledge', 'promise')",0.321428571,0.8560506109999999,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(nt|w|j)(u|ͽ|ɑ|o|ȣ|i|e)(m|ðʲm|lm)(ɑ|ȣ|ͽ|o|u|e)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
áldoz,https://hu.wiktionary.org/wiki/áldoz#Magyar,https://en.wiktionary.org/wiki/áldoz#Hungarian,aːldoz,offer_up_a_sacrifice,0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(nt|w|j)(u|ͽ|ɑ|o|ȣ|i|e)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alél,https://hu.wiktionary.org/wiki/alél#Magyar,https://en.wiktionary.org/wiki/alél#Hungarian,ɒleːl,stunned,0,-,n,1300,no_info,no_info,no_info,no_info,derivative,-,certain,"('stunned', 'surprised')",0.230392157,0.7911752459999999,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alfa,https://hu.wiktionary.org/wiki/alfa#Magyar,https://en.wiktionary.org/wiki/alfa#Hungarian,ɒlfɒ,alpha,0,-,r,1519,IE,Romance,Latin,no_info,general,+,certain,"('alpha', 'sun')",0.139002037,0.438129097,f not old
alföld,https://hu.wiktionary.org/wiki/alföld#Magyar,https://en.wiktionary.org/wiki/alföld#Hungarian,ɒlføld,"flat, lowlands, plain",0,-,n,1527,no_info,no_info,no_info,no_info,no_info,-,certain,"('plain', 'plain')",0.26007326,1.000000119,f not old
alig,https://hu.wiktionary.org/wiki/alig#Magyar,https://en.wiktionary.org/wiki/alig#Hungarian,ɒliɡ,"barely, ""by_the_skin_of_ones"", hardly, just, narrowly, scantily, scantly, scarcely, slightly, sparingly",0,-,r,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('hardly', 'seem')",0.103346457,0.901354671,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|i|e|ͽ|o)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alj,https://hu.wiktionary.org/wiki/alj#Magyar,https://en.wiktionary.org/wiki/alj#Hungarian,ɒlj,"bed, depth, dregs, excrement, skirt",0,-,n,1550,no_info,no_info,no_info,no_info,derivative,-,certain,"('skirt', 'skirt')",0.6097972970000001,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alkalom,https://hu.wiktionary.org/wiki/alkalom#Magyar,https://en.wiktionary.org/wiki/alkalom#Hungarian,ɒlkɒlom,"break, chance, handle, occasion, opportunity, peg, slant, time",0,-,n,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('break', 'break')",0.065693431,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(u|ͽ|ɑ|o|ȣ|i|e)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alkonyodik,https://hu.wiktionary.org/wiki/alkonyodik#Magyar,https://en.wiktionary.org/wiki/alkonyodik#Hungarian,ɒlkoɲodik,the_night_is_falling,0,-,v,1573,no_info,no_info,no_info,no_info,derivative,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(n|nʲ)(u|ͽ|ɑ|o|ȣ|i|e)(nt|w|j)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alkot,https://hu.wiktionary.org/wiki/alkot#Magyar,https://en.wiktionary.org/wiki/alkot#Hungarian,ɒlkot,"compose, constitute, create, frame, make_up, mint, procreate, produce",0,-,v,1416,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('create', 'bring')",0.018008475,0.837437153,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alkotmány,https://hu.wiktionary.org/wiki/alkotmány#Magyar,https://en.wiktionary.org/wiki/alkotmány#Hungarian,ɒlkotmaːɲ,constitution,0,-,n,1560,no_info,no_info,no_info,no_info,derivative,-,certain,"('constitution', 'rule')",0.375565611,0.705489337,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(j|tt|kt)(m|ðʲm|lm)(ɑ|ȣ|ͽ|o|u|e)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alkuszik,https://hu.wiktionary.org/wiki/alkuszik#Magyar,https://en.wiktionary.org/wiki/alkuszik#Hungarian,ɒlkusik,"bargain, chaffer",0,-,v,1474,no_info,no_info,no_info,no_info,derivative,-,certain,"('bargain', 'price')",0.431330472,0.72841239,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(u|ͽ)(s|ʃʲ|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
áll,https://hu.wiktionary.org/wiki/áll#Magyar,https://en.wiktionary.org/wiki/áll#Hungarian,aːlː,chin,2,-,n,1405,FU,no_info,no_info,no_info,no_info,-,certain,"('chin', 'chin')",0.060240964,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(lk|l|nt)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
áll,https://hu.wiktionary.org/wiki/áll#Magyar,https://en.wiktionary.org/wiki/áll#Hungarian,aːlː,"be_at_a_stand, endure, stagnate, stand, stood",1,-,v,1300,FU,no_info,no_info,no_info,no_info,-,certain,"('stand', 'stand')",0.019092066,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(lk|l|nt)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
állandó,https://hu.wiktionary.org/wiki/állandó#Magyar,https://en.wiktionary.org/wiki/állandó#Hungarian,aːlːɒndoː,"constant, continual, fixed, immutable, invariant, invariable, perennial, permanent, perpetual, persistent, regular, stable, standing, staple, stationary, steady, stock, uniform, unvarying",0,-,a,1519,no_info,no_info,no_info,no_info,derivative,-,certain,"('stable', 'stable')",0.252717391,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|lk)(ɑ|ͽ|u|o|ȣ|e|æ)(n)(nt|w|j)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
állapot,https://hu.wiktionary.org/wiki/állapot#Magyar,https://en.wiktionary.org/wiki/állapot#Hungarian,aːlːɒpot,"estate, footing, kilter, nick, plight, position, repair, stage, standing, state, status, trim",0,-,n,1513,no_info,no_info,no_info,no_info,derivative,-,certain,"('standing', 'stand')",0.019092066,0.807457745,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|lk)(ɑ|ͽ|u|o|ȣ|e|æ)(pp)(u|ͽ|ɑ|o|ȣ|i|e)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
állat,https://hu.wiktionary.org/wiki/állat#Magyar,https://en.wiktionary.org/wiki/állat#Hungarian,aːlːɒt,"animal, beast, brute, creature",0,-,n,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('animal', 'animal')",0.456140351,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|lk)(ɑ|ͽ|u|o|ȣ|e|æ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
alleluja,https://hu.wiktionary.org/wiki/alleluja#Magyar,https://en.wiktionary.org/wiki/alleluja#Hungarian,ɒlːɛlujɒ,Alleluia,0,-,v,1416,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(l|lk)(æ|e|ͽ|ȣ̈|i|ɑ|o)(l|ð|lk|lɣ|wð|r|wl)(u|ͽ)(j|lʲw)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
