L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌰𐌷𐌰𐌺𐍃,https://en.wiktionary.org/wiki/𐌰𐌷𐌰𐌺𐍃#Gothic,ahaks,ahaks,"pigeon, dove",n,ahaks,wͽɣͽks,"wͽɣͽks, wͽkͽks, wͽjͽks, wȣ̈ɣȣ̈ks, wȣ̈kȣ̈ks, wȣ̈jȣ̈ks, wɑɣɑks, wɑkɑks, wɑjɑks, jͽɣͽks, jͽkͽks, jͽjͽks, jȣ̈ɣȣ̈ks, jȣ̈kȣ̈ks, jȣ̈jȣ̈ks, jɑɣɑks, jɑkɑks, jɑjɑks, kͽɣͽks, kͽkͽks, kͽjͽks, kȣ̈ɣȣ̈ks, kȣ̈kȣ̈ks, kȣ̈jȣ̈ks, kɑɣɑks, kɑkɑks, kɑjɑks"
𐌰𐌷𐌰𐌽𐌰,https://en.wiktionary.org/wiki/𐌰𐌷𐌰𐌽𐌰#Gothic,ahana,ahana,chaff,n,ahana,ͽɣͽnͽ,"ͽɣͽnͽ, ͽkͽnͽ, ͽjͽnͽ, ȣ̈ɣȣ̈nȣ̈, ȣ̈kȣ̈nȣ̈, ȣ̈jȣ̈nȣ̈, ɑɣɑnɑ, ɑkɑnɑ, ɑjɑnɑ, æɣænæ, ækænæ, æjænæ"
𐌰𐌷𐌼𐌰,https://en.wiktionary.org/wiki/𐌰𐌷𐌼𐌰#Gothic,ahma,ahma,spirit,n,ahma,ͽɣmͽ,"ͽɣmͽ, ͽkmͽ, ͽjmͽ, ȣ̈ɣmȣ̈, ȣ̈kmȣ̈, ȣ̈jmȣ̈, ɑɣmɑ, ɑkmɑ, ɑjmɑ, æɣmæ, ækmæ, æjmæ"
𐌰𐌷𐌼𐌰𐍄𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌷𐌼𐌰𐍄𐌴𐌹𐌽𐍃#Gothic,ahmatēins,ahmateɪns,inspiration,n,ahmateɪns,ͽɣmͽtͽnͽ,"ͽɣmͽtͽnͽ, ͽɣmͽtͽne, ͽɣmͽtȣ̈nͽ, ͽɣmͽtȣ̈ne, ͽkmͽtͽnͽ, ͽkmͽtͽne, ͽkmͽtȣ̈nͽ, ͽkmͽtȣ̈ne, ȣ̈ɣmȣ̈tͽnͽ, ȣ̈ɣmȣ̈tͽne, ȣ̈ɣmȣ̈tȣ̈nͽ, ȣ̈ɣmȣ̈tȣ̈ne, ȣ̈kmȣ̈tͽnͽ, ȣ̈kmȣ̈tͽne, ȣ̈kmȣ̈tȣ̈nͽ, ȣ̈kmȣ̈tȣ̈ne, ɑɣmɑtͽnͽ, ɑɣmɑtͽne, ɑɣmɑtȣ̈nͽ, ɑɣmɑtȣ̈ne, ɑkmɑtͽnͽ, ɑkmɑtͽne, ɑkmɑtȣ̈nͽ, ɑkmɑtȣ̈ne"
𐌰𐌷𐌼𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌷𐌼𐌴𐌹𐌽𐍃#Gothic,ahmēins,ahmeɪns,spiritual,a,ahmeɪns,wͽɣmͽwnͽ,"wͽɣmͽwnͽ, wͽɣmͽwne, wͽɣmȣ̈wnͽ, wͽɣmȣ̈wne, wͽkmͽwnͽ, wͽkmͽwne, wͽkmȣ̈wnͽ, wͽkmȣ̈wne, wȣ̈ɣmͽwnͽ, wȣ̈ɣmͽwne, wȣ̈ɣmȣ̈wnͽ, wȣ̈ɣmȣ̈wne, wȣ̈kmͽwnͽ, wȣ̈kmͽwne, wȣ̈kmȣ̈wnͽ, wȣ̈kmȣ̈wne, jͽɣmͽjnͽ, jͽɣmͽjne, jͽɣmȣ̈jnͽ, jͽɣmȣ̈jne, jͽkmͽjnͽ, jͽkmͽjne, jͽkmȣ̈jnͽ, jͽkmȣ̈jne, jȣ̈ɣmͽjnͽ, jȣ̈ɣmͽjne, jȣ̈ɣmȣ̈jnͽ, jȣ̈ɣmȣ̈jne, jȣ̈kmͽjnͽ, jȣ̈kmͽjne, jȣ̈kmȣ̈jnͽ, jȣ̈kmȣ̈jne"
𐌰𐌷𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌷𐌾𐌰𐌽#Gothic,ahjan,ahjan,"think, assume",v,ahj,ͽɣjͽnͽ,"ͽɣjͽnͽ, ͽɣjͽne, ͽɣjͽnɑ, ͽkjͽnͽ, ͽkjͽne, ͽkjͽnɑ, ͽjjͽnͽ, ͽjjͽne, ͽjjͽnɑ, ȣ̈ɣjȣ̈nͽ, ȣ̈ɣjȣ̈ne, ȣ̈ɣjȣ̈nɑ, ȣ̈kjȣ̈nͽ, ȣ̈kjȣ̈ne, ȣ̈kjȣ̈nɑ, ȣ̈jjȣ̈nͽ, ȣ̈jjȣ̈ne, ȣ̈jjȣ̈nɑ, ɑɣjɑnͽ, ɑɣjɑne, ɑɣjɑnɑ, ɑkjɑnͽ, ɑkjɑne, ɑkjɑnɑ, ɑjjɑnͽ, ɑjjɑne, ɑjjɑnɑ"
-𐌰𐌷𐍃,https://en.wiktionary.org/wiki/-𐌰𐌷𐍃#Gothic,-ahs,ahs,,r,ahs,ͽɣsͽ,"ͽɣsͽ, ͽɣse, ͽɣsɑ, ͽksͽ, ͽkse, ͽksɑ, ͽjsͽ, ͽjse, ͽjsɑ, ȣ̈ɣsͽ, ȣ̈ɣse, ȣ̈ɣsɑ, ȣ̈ksͽ, ȣ̈kse, ȣ̈ksɑ, ȣ̈jsͽ, ȣ̈jse, ȣ̈jsɑ, ɑɣsͽ, ɑɣse, ɑɣsɑ, ɑksͽ, ɑkse, ɑksɑ, ɑjsͽ, ɑjse, ɑjsɑ"
𐌰𐌷𐍃,https://en.wiktionary.org/wiki/𐌰𐌷𐍃#Gothic,ahs,ahs,ear,n,ahs,ͽɣsͽ,"ͽɣsͽ, ͽɣse, ͽɣsɑ, ͽksͽ, ͽkse, ͽksɑ, ͽjsͽ, ͽjse, ͽjsɑ, ȣ̈ɣsͽ, ȣ̈ɣse, ȣ̈ɣsɑ, ȣ̈ksͽ, ȣ̈kse, ȣ̈ksɑ, ȣ̈jsͽ, ȣ̈jse, ȣ̈jsɑ, ɑɣsͽ, ɑɣse, ɑɣsɑ, ɑksͽ, ɑkse, ɑksɑ, ɑjsͽ, ɑjse, ɑjsɑ"
𐌰𐌷𐍄𐌰𐌿,https://en.wiktionary.org/wiki/𐌰𐌷𐍄𐌰𐌿#Gothic,ahtau,ahtɔ,eight,r,ahtɔ,ͽɣtͽ,"ͽɣtͽ, ͽɣtȣ, ͽɣto, ͽktͽ, ͽktȣ, ͽkto, ͽjtͽ, ͽjtȣ, ͽjto, ɑɣtͽ, ɑɣtȣ, ɑɣto, ɑktͽ, ɑktȣ, ɑkto, ɑjtͽ, ɑjtȣ, ɑjto, uɣtͽ, uɣtȣ, uɣto, uktͽ, uktȣ, ukto, ujtͽ, ujtȣ, ujto"
𐌰𐌷𐍄𐌰𐌿𐌳𐍉𐌲𐍃,https://en.wiktionary.org/wiki/𐌰𐌷𐍄𐌰𐌿𐌳𐍉𐌲𐍃#Gothic,ahtaudōgs,ahtɔðoɣs,"having_lasted_eight_days, eight_days_old",a,ahtɔðoɣs,ͽɣtͽðͽɣͽ,"ͽɣtͽðͽɣͽ, ͽɣtͽðͽɣe, ͽɣtͽðȣɣͽ, ͽɣtͽðȣɣe, ͽɣtȣðͽɣͽ, ͽɣtȣðͽɣe, ͽɣtȣðȣɣͽ, ͽɣtȣðȣɣe, ͽktͽðͽɣͽ, ͽktͽðͽɣe, ͽktͽðȣɣͽ, ͽktͽðȣɣe, ͽktȣðͽɣͽ, ͽktȣðͽɣe, ͽktȣðȣɣͽ, ͽktȣðȣɣe, ɑɣtͽðͽɣͽ, ɑɣtͽðͽɣe, ɑɣtͽðȣɣͽ, ɑɣtͽðȣɣe, ɑɣtȣðͽɣͽ, ɑɣtȣðͽɣe, ɑɣtȣðȣɣͽ, ɑɣtȣðȣɣe, ɑktͽðͽɣͽ, ɑktͽðͽɣe, ɑktͽðȣɣͽ, ɑktͽðȣɣe, ɑktȣðͽɣͽ, ɑktȣðͽɣe, ɑktȣðȣɣͽ, ɑktȣðȣɣe"
𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳,https://en.wiktionary.org/wiki/𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳#Gothic,ahtautēhund,ahtɔtehund,eighty,n,ahtɔtehund,ͽɣtͽtͽɣͽ,"ͽɣtͽtͽɣͽ, ͽɣtͽtͽɣȣ, ͽɣtȣtͽɣͽ, ͽɣtȣtͽɣȣ, ͽktͽtͽkͽ, ͽktͽtͽkȣ, ͽktȣtͽkͽ, ͽktȣtͽkȣ, ɑɣtͽtɑɣͽ, ɑɣtͽtɑɣȣ, ɑɣtȣtɑɣͽ, ɑɣtȣtɑɣȣ, ɑktͽtɑkͽ, ɑktͽtɑkȣ, ɑktȣtɑkͽ, ɑktȣtɑkȣ, uɣtͽtuɣͽ, uɣtͽtuɣȣ, uɣtȣtuɣͽ, uɣtȣtuɣȣ, uktͽtukͽ, uktͽtukȣ, uktȣtukͽ, uktȣtukȣ"
𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳 𐌾𐌰𐌷 𐍆𐌹𐌳𐍅𐍉𐍂,https://en.wiktionary.org/wiki/𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳 𐌾𐌰𐌷 𐍆𐌹𐌳𐍅𐍉𐍂#Gothic,ahtautēhund jah fidwōr,ahtɔtehundjahɸɪðwor,eighty_four,r,ahtɔtehundjahɸɪðwor,tͽtɣͽðjͽ,"tͽtɣͽðjͽ, tͽtɣͽðjɑ, tͽtɣͽtjͽ, tͽtɣͽtjɑ, tͽtɣȣðjͽ, tͽtɣȣðjɑ, tͽtɣȣtjͽ, tͽtɣȣtjɑ, tͽtkͽðjͽ, tͽtkͽðjɑ, tͽtkͽtjͽ, tͽtkͽtjɑ, tͽtkȣðjͽ, tͽtkȣðjɑ, tͽtkȣtjͽ, tͽtkȣtjɑ, tȣtɣͽðjͽ, tȣtɣͽðjɑ, tȣtɣͽtjͽ, tȣtɣͽtjɑ, tȣtɣȣðjͽ, tȣtɣȣðjɑ, tȣtɣȣtjͽ, tȣtɣȣtjɑ, tȣtkͽðjͽ, tȣtkͽðjɑ, tȣtkͽtjͽ, tȣtkͽtjɑ, tȣtkȣðjͽ, tȣtkȣðjɑ, tȣtkȣtjͽ, tȣtkȣtjɑ"
𐌰𐌷𐍄𐌿𐌳𐌰,https://en.wiktionary.org/wiki/𐌰𐌷𐍄𐌿𐌳𐌰#Gothic,ahtuda,ahtuða,", eighth",a,ahtuða,ͽɣtͽðͽ,"ͽɣtͽðͽ, ͽɣteðͽ, ͽɣtæðͽ, ͽktͽðͽ, ͽkteðͽ, ͽktæðͽ, ͽjtͽðͽ, ͽjteðͽ, ͽjtæðͽ, ȣ̈ɣtͽðȣ̈, ȣ̈ɣteðȣ̈, ȣ̈ɣtæðȣ̈, ȣ̈ktͽðȣ̈, ȣ̈kteðȣ̈, ȣ̈ktæðȣ̈, ȣ̈jtͽðȣ̈, ȣ̈jteðȣ̈, ȣ̈jtæðȣ̈, ɑɣtͽðɑ, ɑɣteðɑ, ɑɣtæðɑ, ɑktͽðɑ, ɑkteðɑ, ɑktæðɑ, ɑjtͽðɑ, ɑjteðɑ, ɑjtæðɑ"
𐌰𐌸𐌰,https://en.wiktionary.org/wiki/𐌰𐌸𐌰#Gothic,aþa,aθa,Only_used_in_𐌼𐌰𐍂𐌰𐌽_𐌰𐌸𐌰,r,aθa,ͽt͡ʃͽ,"ͽt͡ʃͽ, ͽsͽ, ͽtͽ, ͽʃͽ, ȣ̈t͡ʃȣ̈, ȣ̈sȣ̈, ȣ̈tȣ̈, ȣ̈ʃȣ̈, ɑt͡ʃɑ, ɑsɑ, ɑtɑ, ɑʃɑ, æt͡ʃæ, æsæ, ætæ, æʃæ"
𐌰𐌸𐌰𐌻𐌰𐍆𐌿𐌽𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐌰𐌸𐌰𐌻𐌰𐍆𐌿𐌽𐍃#Gothic,aþalafuns,aθalaɸuns,,r,aθalaɸuns,t͡ʃͽlwͽnsͽ,"t͡ʃͽlwͽnsͽ, t͡ʃͽlwͽnse, t͡ʃͽlwȣnsͽ, t͡ʃͽlwȣnse, t͡ʃɑlwͽnsͽ, t͡ʃɑlwͽnse, t͡ʃɑlwȣnsͽ, t͡ʃɑlwȣnse, sͽlwͽnsͽ, sͽlwͽnse, sͽlwȣnsͽ, sͽlwȣnse, sɑlwͽnsͽ, sɑlwͽnse, sɑlwȣnsͽ, sɑlwȣnse, tͽlwͽnsͽ, tͽlwͽnse, tͽlwȣnsͽ, tͽlwȣnse, tɑlwͽnsͽ, tɑlwͽnse, tɑlwȣnsͽ, tɑlwȣnse"
𐌰𐌸𐌸𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌸𐌸𐌰𐌽#Gothic,aþþan,aθθan,"but, but_then, but_nonetheless",r,aθθan,ͽt͡ʃt͡ʃͽnͽ,"ͽt͡ʃt͡ʃͽnͽ, ͽt͡ʃt͡ʃͽne, ͽt͡ʃt͡ʃͽnɑ, ͽssͽnͽ, ͽssͽne, ͽssͽnɑ, ͽttͽnͽ, ͽttͽne, ͽttͽnɑ, ȣ̈t͡ʃt͡ʃȣ̈nͽ, ȣ̈t͡ʃt͡ʃȣ̈ne, ȣ̈t͡ʃt͡ʃȣ̈nɑ, ȣ̈ssȣ̈nͽ, ȣ̈ssȣ̈ne, ȣ̈ssȣ̈nɑ, ȣ̈ttȣ̈nͽ, ȣ̈ttȣ̈ne, ȣ̈ttȣ̈nɑ, ɑt͡ʃt͡ʃɑnͽ, ɑt͡ʃt͡ʃɑne, ɑt͡ʃt͡ʃɑnɑ, ɑssɑnͽ, ɑssɑne, ɑssɑnɑ, ɑttɑnͽ, ɑttɑne, ɑttɑnɑ"
𐌰𐌸𐌽𐌰𐌼,https://en.wiktionary.org/wiki/𐌰𐌸𐌽𐌰𐌼#Gothic,aþnam,aθnam,years,n,aθnam,ͽt͡ʃnͽmͽ,"ͽt͡ʃnͽmͽ, ͽt͡ʃnͽme, ͽt͡ʃnͽmɑ, ͽsnͽmͽ, ͽsnͽme, ͽsnͽmɑ, ͽtnͽmͽ, ͽtnͽme, ͽtnͽmɑ, ȣ̈t͡ʃnȣ̈mͽ, ȣ̈t͡ʃnȣ̈me, ȣ̈t͡ʃnȣ̈mɑ, ȣ̈snȣ̈mͽ, ȣ̈snȣ̈me, ȣ̈snȣ̈mɑ, ȣ̈tnȣ̈mͽ, ȣ̈tnȣ̈me, ȣ̈tnȣ̈mɑ, ɑt͡ʃnɑmͽ, ɑt͡ʃnɑme, ɑt͡ʃnɑmɑ, ɑsnɑmͽ, ɑsnɑme, ɑsnɑmɑ, ɑtnɑmͽ, ɑtnɑme, ɑtnɑmɑ"
𐌰𐌹𐌱𐍂,https://en.wiktionary.org/wiki/𐌰𐌹𐌱𐍂#Gothic,aibr,ɛβr,gift,n,ɛβr,ͽwrͽ,"ͽwrͽ, ͽwre, ͽwrɑ, ͽwræ, ȣ̈wrͽ, ȣ̈wre, ȣ̈wrɑ, ȣ̈wræ, ewrͽ, ewre, ewrɑ, ewræ, æwrͽ, æwre, æwrɑ, æwræ, ɤwrͽ, ɤwre, ɤwrɑ, ɤwræ"
𐌰𐌹𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌹𐌲𐌰𐌽#Gothic,aigan,ɛɣan,"possess, own",v,ɛɣ,ͽɣͽnͽ,"ͽɣͽnͽ, ͽɣͽne, ͽɣͽnɑ, ͽɣȣ̈nͽ, ͽɣȣ̈ne, ͽɣȣ̈nɑ, ͽɣɑnͽ, ͽɣɑne, ͽɣɑnɑ, ȣ̈ɣͽnͽ, ȣ̈ɣͽne, ȣ̈ɣͽnɑ, ȣ̈ɣȣ̈nͽ, ȣ̈ɣȣ̈ne, ȣ̈ɣȣ̈nɑ, ȣ̈ɣɑnͽ, ȣ̈ɣɑne, ȣ̈ɣɑnɑ, eɣͽnͽ, eɣͽne, eɣͽnɑ, eɣȣ̈nͽ, eɣȣ̈ne, eɣȣ̈nɑ, eɣɑnͽ, eɣɑne, eɣɑnɑ"
𐌰𐌹𐌲𐌹𐌽,https://en.wiktionary.org/wiki/𐌰𐌹𐌲𐌹𐌽#Gothic,aigin,ɛɣɪn,property,n,ɛɣɪn,ͽɣͽnͽ,"ͽɣͽnͽ, ͽɣͽne, ͽɣͽnɑ, ͽɣȣ̈nͽ, ͽɣȣ̈ne, ͽɣȣ̈nɑ, ͽɣinͽ, ͽɣine, ͽɣinɑ, ȣ̈ɣͽnͽ, ȣ̈ɣͽne, ȣ̈ɣͽnɑ, ȣ̈ɣȣ̈nͽ, ȣ̈ɣȣ̈ne, ȣ̈ɣȣ̈nɑ, ȣ̈ɣinͽ, ȣ̈ɣine, ȣ̈ɣinɑ, eɣͽnͽ, eɣͽne, eɣͽnɑ, eɣȣ̈nͽ, eɣȣ̈ne, eɣȣ̈nɑ, eɣinͽ, eɣine, eɣinɑ"
𐌰𐌹𐌶,https://en.wiktionary.org/wiki/𐌰𐌹𐌶#Gothic,aiz,ɛz,"brass, bronze_or_copper",n,ɛz,ͽðͽ,"ͽðͽ, ͽðe, ͽðɑ, ͽsͽ, ͽse, ͽsɑ, ȣ̈ðͽ, ȣ̈ðe, ȣ̈ðɑ, ȣ̈sͽ, ȣ̈se, ȣ̈sɑ, eðͽ, eðe, eðɑ, esͽ, ese, esɑ, æðͽ, æðe, æðɑ, æsͽ, æse, æsɑ"
𐌰𐌹𐌶𐌰𐍃𐌼𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐌰𐌹𐌶𐌰𐍃𐌼𐌹𐌸𐌰#Gothic,aizasmiþa,ɛzasmɪθa,coppersmith,n,ɛzasmɪθa,ðͽsmͽt͡ʃͽ,"ðͽsmͽt͡ʃͽ, ðͽsmͽsͽ, ðͽsmȣ̈t͡ʃͽ, ðͽsmȣ̈sͽ, ðȣ̈smͽt͡ʃȣ̈, ðȣ̈smͽsȣ̈, ðȣ̈smȣ̈t͡ʃȣ̈, ðȣ̈smȣ̈sȣ̈, ðɑsmͽt͡ʃɑ, ðɑsmͽsɑ, ðɑsmȣ̈t͡ʃɑ, ðɑsmȣ̈sɑ, sͽsmͽt͡ʃͽ, sͽsmͽsͽ, sͽsmȣ̈t͡ʃͽ, sͽsmȣ̈sͽ, sȣ̈smͽt͡ʃȣ̈, sȣ̈smͽsȣ̈, sȣ̈smȣ̈t͡ʃȣ̈, sȣ̈smȣ̈sȣ̈, sɑsmͽt͡ʃɑ, sɑsmͽsɑ, sɑsmȣ̈t͡ʃɑ, sɑsmȣ̈sɑ"
𐌰𐌹𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌹𐌷𐌰𐌽#Gothic,aihan,ɛhan,Alternative_form_of_𐌰𐌹𐌲𐌰𐌽,v,ɛh,ͽɣͽnͽ,"ͽɣͽnͽ, ͽɣͽne, ͽɣȣ̈nͽ, ͽɣȣ̈ne, ͽkͽnͽ, ͽkͽne, ͽkȣ̈nͽ, ͽkȣ̈ne, ȣ̈ɣͽnͽ, ȣ̈ɣͽne, ȣ̈ɣȣ̈nͽ, ȣ̈ɣȣ̈ne, ȣ̈kͽnͽ, ȣ̈kͽne, ȣ̈kȣ̈nͽ, ȣ̈kȣ̈ne, eɣͽnͽ, eɣͽne, eɣȣ̈nͽ, eɣȣ̈ne, ekͽnͽ, ekͽne, ekȣ̈nͽ, ekȣ̈ne"
𐌰𐌹𐌷𐍄𐍂𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌹𐌷𐍄𐍂𐍉𐌽#Gothic,aihtrōn,ɛhtron,"pray, request, supplicate",v,ɛhtron,ͽɣtͽrͽnͽ,"ͽɣtͽrͽnͽ, ͽɣtͽrȣnͽ, ͽɣterͽne, ͽɣterȣne, ͽktͽrͽnͽ, ͽktͽrȣnͽ, ͽkterͽne, ͽkterȣne, ɑɣtͽrͽnͽ, ɑɣtͽrȣnͽ, ɑɣterͽne, ɑɣterȣne, ɑktͽrͽnͽ, ɑktͽrȣnͽ, ɑkterͽne, ɑkterȣne, uɣtͽrͽnͽ, uɣtͽrȣnͽ, uɣterͽne, uɣterȣne, uktͽrͽnͽ, uktͽrȣnͽ, ukterͽne, ukterȣne"
𐌰𐌹𐌷𐍄𐍂𐍉𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌹𐌷𐍄𐍂𐍉𐌽𐍃#Gothic,aihtrōns,ɛhtrons,"prayer, request, supplication",n,ɛhtrons,wͽtrͽnsͽ,"wͽtrͽnsͽ, wͽtrȣnsͽ, wͽtronsͽ, wetrͽnse, wetrȣnse, wetronse, wɑtrͽnsɑ, wɑtrȣnsɑ, wɑtronsɑ, jͽtrͽnsͽ, jͽtrȣnsͽ, jͽtronsͽ, jetrͽnse, jetrȣnse, jetronse, jɑtrͽnsɑ, jɑtrȣnsɑ, jɑtronsɑ, kͽtrͽnsͽ, kͽtrȣnsͽ, kͽtronsͽ, ketrͽnse, ketrȣnse, ketronse, kɑtrͽnsɑ, kɑtrȣnsɑ, kɑtronsɑ"
𐌰𐌹𐌷𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌹𐌷𐍄𐍃#Gothic,aihts,ɛhts,"possessions, property",n,ɛhts,ͽɣtsͽ,"ͽɣtsͽ, ͽɣtse, ͽɣtsɑ, ͽktsͽ, ͽktse, ͽktsɑ, ͽjtsͽ, ͽjtse, ͽjtsɑ, ȣ̈ɣtsͽ, ȣ̈ɣtse, ȣ̈ɣtsɑ, ȣ̈ktsͽ, ȣ̈ktse, ȣ̈ktsɑ, ȣ̈jtsͽ, ȣ̈jtse, ȣ̈jtsɑ, eɣtsͽ, eɣtse, eɣtsɑ, ektsͽ, ektse, ektsɑ, ejtsͽ, ejtse, ejtsɑ"
𐌰𐌹𐌸𐌴𐌹,https://en.wiktionary.org/wiki/𐌰𐌹𐌸𐌴𐌹#Gothic,aiþēi,ɛθeɪ,mother,n,ɛθeɪ,ͽt͡ʃͽwͽ,"ͽt͡ʃͽwͽ, ͽt͡ʃͽwȣ̈, ͽt͡ʃͽjͽ, ͽt͡ʃͽjȣ̈, ͽt͡ʃȣ̈wͽ, ͽt͡ʃȣ̈wȣ̈, ͽt͡ʃȣ̈jͽ, ͽt͡ʃȣ̈jȣ̈, ͽsͽwͽ, ͽsͽwȣ̈, ͽsͽjͽ, ͽsͽjȣ̈, ͽsȣ̈wͽ, ͽsȣ̈wȣ̈, ͽsȣ̈jͽ, ͽsȣ̈jȣ̈, ȣ̈t͡ʃͽwͽ, ȣ̈t͡ʃͽwȣ̈, ȣ̈t͡ʃͽjͽ, ȣ̈t͡ʃͽjȣ̈, ȣ̈t͡ʃȣ̈wͽ, ȣ̈t͡ʃȣ̈wȣ̈, ȣ̈t͡ʃȣ̈jͽ, ȣ̈t͡ʃȣ̈jȣ̈, ȣ̈sͽwͽ, ȣ̈sͽwȣ̈, ȣ̈sͽjͽ, ȣ̈sͽjȣ̈, ȣ̈sȣ̈wͽ, ȣ̈sȣ̈wȣ̈, ȣ̈sȣ̈jͽ, ȣ̈sȣ̈jȣ̈"
𐌰𐌹𐌸𐌸𐌰𐌿,https://en.wiktionary.org/wiki/𐌰𐌹𐌸𐌸𐌰𐌿#Gothic,aiþþau,ɛθθɔ,or,r,ɛθθɔ,ͽt͡ʃt͡ʃͽ,"ͽt͡ʃt͡ʃͽ, ͽt͡ʃt͡ʃȣ, ͽt͡ʃt͡ʃo, ͽssͽ, ͽssȣ, ͽsso, ͽttͽ, ͽttȣ, ͽtto, ɑt͡ʃt͡ʃͽ, ɑt͡ʃt͡ʃȣ, ɑt͡ʃt͡ʃo, ɑssͽ, ɑssȣ, ɑsso, ɑttͽ, ɑttȣ, ɑtto, ut͡ʃt͡ʃͽ, ut͡ʃt͡ʃȣ, ut͡ʃt͡ʃo, ussͽ, ussȣ, usso, uttͽ, uttȣ, utto"
𐌰𐌹𐌸𐍃,https://en.wiktionary.org/wiki/𐌰𐌹𐌸𐍃#Gothic,aiþs,ɛθs,oath,n,ɛθs,ͽt͡ʃsͽ,"ͽt͡ʃsͽ, ͽt͡ʃse, ͽt͡ʃsɑ, ͽssͽ, ͽsse, ͽssɑ, ͽtsͽ, ͽtse, ͽtsɑ, ȣ̈t͡ʃsͽ, ȣ̈t͡ʃse, ȣ̈t͡ʃsɑ, ȣ̈ssͽ, ȣ̈sse, ȣ̈ssɑ, ȣ̈tsͽ, ȣ̈tse, ȣ̈tsɑ, et͡ʃsͽ, et͡ʃse, et͡ʃsɑ, essͽ, esse, essɑ, etsͽ, etse, etsɑ"
𐌰𐌹𐌺𐌺𐌻𐌴𐍃𐌾𐍉,https://en.wiktionary.org/wiki/𐌰𐌹𐌺𐌺𐌻𐌴𐍃𐌾𐍉#Gothic,aikklēsjō,ɛkklesjo,"congregation, church",n,ɛkklesjo,wͽklͽsjͽ,"wͽklͽsjͽ, wͽklͽsjȣ, wͽklɑsjͽ, wͽklɑsjȣ, weklͽsjͽ, weklͽsjȣ, weklɑsjͽ, weklɑsjȣ, jͽklͽsjͽ, jͽklͽsjȣ, jͽklɑsjͽ, jͽklɑsjȣ, jeklͽsjͽ, jeklͽsjȣ, jeklɑsjͽ, jeklɑsjȣ, kͽklͽsjͽ, kͽklͽsjȣ, kͽklɑsjͽ, kͽklɑsjȣ, keklͽsjͽ, keklͽsjȣ, keklɑsjͽ, keklɑsjȣ"
𐌰𐌹𐌻𐌴𐌹𐍃𐌰𐌱𐌰𐌹𐌸,https://en.wiktionary.org/wiki/𐌰𐌹𐌻𐌴𐌹𐍃𐌰𐌱𐌰𐌹𐌸#Gothic,ailēisabaiþ,ɛleɪsaβɛθ,,r,ɛleɪsaβɛθ,ͽlwͽsͽwͽ,"ͽlwͽsͽwͽ, ͽlwͽsȣ̈wͽ, ͽlwȣ̈sͽwͽ, ͽlwȣ̈sȣ̈wͽ, ͽljͽsͽwͽ, ͽljͽsȣ̈wͽ, ͽljȣ̈sͽwͽ, ͽljȣ̈sȣ̈wͽ, ȣ̈lwͽsͽwȣ̈, ȣ̈lwͽsȣ̈wȣ̈, ȣ̈lwȣ̈sͽwȣ̈, ȣ̈lwȣ̈sȣ̈wȣ̈, ȣ̈ljͽsͽwȣ̈, ȣ̈ljͽsȣ̈wȣ̈, ȣ̈ljȣ̈sͽwȣ̈, ȣ̈ljȣ̈sȣ̈wȣ̈, elwͽsͽwe, elwͽsȣ̈we, elwȣ̈sͽwe, elwȣ̈sȣ̈we, eljͽsͽwe, eljͽsȣ̈we, eljȣ̈sͽwe, eljȣ̈sȣ̈we"
𐌰𐌹𐌻𐍉𐌴,https://en.wiktionary.org/wiki/𐌰𐌹𐌻𐍉𐌴#Gothic,ailōē,ɛloe,my_God!,r,ɛloe,ͽlͽwͽ,"ͽlͽwͽ, ͽlͽwȣ̈, ͽlͽjͽ, ͽlͽjȣ̈, ͽlewͽ, ͽlewȣ̈, ͽlejͽ, ͽlejȣ̈, ȣ̈lͽwͽ, ȣ̈lͽwȣ̈, ȣ̈lͽjͽ, ȣ̈lͽjȣ̈, ȣ̈lewͽ, ȣ̈lewȣ̈, ȣ̈lejͽ, ȣ̈lejȣ̈, elͽwͽ, elͽwȣ̈, elͽjͽ, elͽjȣ̈, elewͽ, elewȣ̈, elejͽ, elejȣ̈"
