L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌰𐍆𐌴𐍄,afēt,gluttonous_eating,https://koeblergerhard.de/wikiling/?f=got&page=2,aɸet,0,uncertain,word,"N., n",ͽwͽtͽ,"ͽwͽtͽ, ͽwͽte, ͽwͽtɑ, ͽwȣ̈tͽ, ͽwȣ̈te, ͽwȣ̈tɑ, ͽwetͽ, ͽwete, ͽwetɑ, ȣ̈wͽtͽ, ȣ̈wͽte, ȣ̈wͽtɑ, ȣ̈wȣ̈tͽ, ȣ̈wȣ̈te, ȣ̈wȣ̈tɑ, ȣ̈wetͽ, ȣ̈wete, ȣ̈wetɑ, ɑwͽtͽ, ɑwͽte, ɑwͽtɑ, ɑwȣ̈tͽ, ɑwȣ̈te, ɑwȣ̈tɑ, ɑwetͽ, ɑwete, ɑwetɑ"
𐌰𐍆𐌴𐍄𐌾𐌰,afētja,"glutton, voracious_eater",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸetja,2,certain,not_reconstructed,"M., n",wͽwͽtjͽ,"wͽwͽtjͽ, wͽwȣ̈tjͽ, wͽwetjͽ, wȣ̈wͽtjȣ̈, wȣ̈wȣ̈tjȣ̈, wȣ̈wetjȣ̈, wɑwͽtjɑ, wɑwȣ̈tjɑ, wɑwetjɑ, jͽwͽtjͽ, jͽwȣ̈tjͽ, jͽwetjͽ, jȣ̈wͽtjȣ̈, jȣ̈wȣ̈tjȣ̈, jȣ̈wetjȣ̈, jɑwͽtjɑ, jɑwȣ̈tjɑ, jɑwetjɑ, kͽwͽtjͽ, kͽwȣ̈tjͽ, kͽwetjͽ, kȣ̈wͽtjȣ̈, kȣ̈wȣ̈tjȣ̈, kȣ̈wetjȣ̈, kɑwͽtjɑ, kɑwȣ̈tjɑ, kɑwetjɑ"
𐌰𐍆𐌴𐍄𐍃,afēts,"voracious_in_eating, gluttonish",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸets,0,uncertain,word,"Adj., a",wͽwͽts,"wͽwͽts, wͽwȣ̈ts, wͽwets, wȣ̈wͽts, wȣ̈wȣ̈ts, wȣ̈wets, wɑwͽts, wɑwȣ̈ts, wɑwets, jͽwͽts, jͽwȣ̈ts, jͽwets, jȣ̈wͽts, jȣ̈wȣ̈ts, jȣ̈wets, jɑwͽts, jɑwȣ̈ts, jɑwets, kͽwͽts, kͽwȣ̈ts, kͽwets, kȣ̈wͽts, kȣ̈wȣ̈ts, kȣ̈wets, kɑwͽts, kɑwȣ̈ts, kɑwets"
𐌰𐍆𐍆𐌹𐌻𐌷𐌰𐌽,affilhan,"hide_from, conceal_from",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɸɪlh,1,certain,form,"V., v",wͽwwͽlɣͽ,"wͽwwͽlɣͽ, wͽwwͽlɣe, wͽwwͽlkͽ, wͽwwͽlke, wͽwwȣ̈lɣͽ, wͽwwȣ̈lɣe, wͽwwȣ̈lkͽ, wͽwwȣ̈lke, wȣ̈wwͽlɣͽ, wȣ̈wwͽlɣe, wȣ̈wwͽlkͽ, wȣ̈wwͽlke, wȣ̈wwȣ̈lɣͽ, wȣ̈wwȣ̈lɣe, wȣ̈wwȣ̈lkͽ, wȣ̈wwȣ̈lke, jͽwwͽlɣͽ, jͽwwͽlɣe, jͽwwͽlkͽ, jͽwwͽlke, jͽwwȣ̈lɣͽ, jͽwwȣ̈lɣe, jͽwwȣ̈lkͽ, jͽwwȣ̈lke, jȣ̈wwͽlɣͽ, jȣ̈wwͽlɣe, jȣ̈wwͽlkͽ, jȣ̈wwͽlke, jȣ̈wwȣ̈lɣͽ, jȣ̈wwȣ̈lɣe, jȣ̈wwȣ̈lkͽ, jȣ̈wwȣ̈lke"
𐌰𐍆𐌲𐌰𐌲𐌲𐌰𐌽,afgaggan,"go_away, leave, depart",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɡaŋɡ,5,certain,form,"V., v",wͽwɣͽŋɣͽ,"wͽwɣͽŋɣͽ, wͽwɣͽŋɣe, wͽwkͽŋkͽ, wͽwkͽŋke, wȣ̈wɣȣ̈ŋɣͽ, wȣ̈wɣȣ̈ŋɣe, wȣ̈wkȣ̈ŋkͽ, wȣ̈wkȣ̈ŋke, jͽwɣͽŋɣͽ, jͽwɣͽŋɣe, jͽwkͽŋkͽ, jͽwkͽŋke, jȣ̈wɣȣ̈ŋɣͽ, jȣ̈wɣȣ̈ŋɣe, jȣ̈wkȣ̈ŋkͽ, jȣ̈wkȣ̈ŋke, kͽwɣͽŋɣͽ, kͽwɣͽŋɣe, kͽwkͽŋkͽ, kͽwkͽŋke, kȣ̈wɣȣ̈ŋɣͽ, kȣ̈wɣȣ̈ŋɣe, kȣ̈wkȣ̈ŋkͽ, kȣ̈wkȣ̈ŋke"
𐌰𐍆𐌲𐌹𐌱𐌰𐌽𐍃𐌹𐌺,afgibansik,"give_os_away, separate",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɡɪβansɪk,1,certain,not_reconstructed,"V., v",ͽwɣͽwͽnͽ,"ͽwɣͽwͽnͽ, ͽwɣȣ̈wͽnȣ̈, ͽwɣiwͽni, ͽwkͽwͽnͽ, ͽwkȣ̈wͽnȣ̈, ͽwkiwͽni, ͽwŋͽwͽnͽ, ͽwŋȣ̈wͽnȣ̈, ͽwŋiwͽni, ȣ̈wɣͽwȣ̈nͽ, ȣ̈wɣȣ̈wȣ̈nȣ̈, ȣ̈wɣiwȣ̈ni, ȣ̈wkͽwȣ̈nͽ, ȣ̈wkȣ̈wȣ̈nȣ̈, ȣ̈wkiwȣ̈ni, ȣ̈wŋͽwȣ̈nͽ, ȣ̈wŋȣ̈wȣ̈nȣ̈, ȣ̈wŋiwȣ̈ni, ɑwɣͽwɑnͽ, ɑwɣȣ̈wɑnȣ̈, ɑwɣiwɑni, ɑwkͽwɑnͽ, ɑwkȣ̈wɑnȣ̈, ɑwkiwɑni, ɑwŋͽwɑnͽ, ɑwŋȣ̈wɑnȣ̈, ɑwŋiwɑni"
𐌰𐍆𐌲𐍂𐌿𐌽𐌳𐌹𐌸𐌰,afgrundiþa,abyss,https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɡrundɪθa,2,certain,form,"F., n",ͽwɣͽðͽt͡ʃͽ,"ͽwɣͽðͽt͡ʃͽ, ͽwɣͽðȣ̈t͡ʃͽ, ͽwɣͽtͽt͡ʃͽ, ͽwɣͽtȣ̈t͡ʃͽ, ͽwɣeðͽt͡ʃͽ, ͽwɣeðȣ̈t͡ʃͽ, ͽwɣetͽt͡ʃͽ, ͽwɣetȣ̈t͡ʃͽ, ͽwkͽðͽt͡ʃͽ, ͽwkͽðȣ̈t͡ʃͽ, ͽwkͽtͽt͡ʃͽ, ͽwkͽtȣ̈t͡ʃͽ, ͽwkeðͽt͡ʃͽ, ͽwkeðȣ̈t͡ʃͽ, ͽwketͽt͡ʃͽ, ͽwketȣ̈t͡ʃͽ, ȣ̈wɣͽðͽt͡ʃȣ̈, ȣ̈wɣͽðȣ̈t͡ʃȣ̈, ȣ̈wɣͽtͽt͡ʃȣ̈, ȣ̈wɣͽtȣ̈t͡ʃȣ̈, ȣ̈wɣeðͽt͡ʃȣ̈, ȣ̈wɣeðȣ̈t͡ʃȣ̈, ȣ̈wɣetͽt͡ʃȣ̈, ȣ̈wɣetȣ̈t͡ʃȣ̈, ȣ̈wkͽðͽt͡ʃȣ̈, ȣ̈wkͽðȣ̈t͡ʃȣ̈, ȣ̈wkͽtͽt͡ʃȣ̈, ȣ̈wkͽtȣ̈t͡ʃȣ̈, ȣ̈wkeðͽt͡ʃȣ̈, ȣ̈wkeðȣ̈t͡ʃȣ̈, ȣ̈wketͽt͡ʃȣ̈, ȣ̈wketȣ̈t͡ʃȣ̈"
𐌰𐍆𐌲𐍂𐌿𐌽𐌳𐌿𐍃,afgrundus,bottomless,https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɡrundus,0,uncertain,word,"Adj., a",wͽɣrͽnðͽ,"wͽɣrͽnðͽ, wͽɣrͽntͽ, wͽɣrȣnðȣ, wͽɣrȣntȣ, wͽkrͽnðͽ, wͽkrͽntͽ, wͽkrȣnðȣ, wͽkrȣntȣ, weɣrͽnðͽ, weɣrͽntͽ, weɣrȣnðȣ, weɣrȣntȣ, wekrͽnðͽ, wekrͽntͽ, wekrȣnðȣ, wekrȣntȣ, jͽɣrͽnðͽ, jͽɣrͽntͽ, jͽɣrȣnðȣ, jͽɣrȣntȣ, jͽkrͽnðͽ, jͽkrͽntͽ, jͽkrȣnðȣ, jͽkrȣntȣ, jeɣrͽnðͽ, jeɣrͽntͽ, jeɣrȣnðȣ, jeɣrȣntȣ, jekrͽnðͽ, jekrͽntͽ, jekrȣnðȣ, jekrȣntȣ"
𐌰𐍆𐌲𐌿𐌳e𐌹,afgudei,"ungodliness, irreligiosity, impiety",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɡuði,2,certain,form,"F., n",ͽwɣͽðͽ,"ͽwɣͽðͽ, ͽwɣͽðȣ̈, ͽwɣeðͽ, ͽwɣeðȣ̈, ͽwkͽðͽ, ͽwkͽðȣ̈, ͽwkeðͽ, ͽwkeðȣ̈, ȣ̈wɣͽðͽ, ȣ̈wɣͽðȣ̈, ȣ̈wɣeðͽ, ȣ̈wɣeðȣ̈, ȣ̈wkͽðͽ, ȣ̈wkͽðȣ̈, ȣ̈wkeðͽ, ȣ̈wkeðȣ̈, ɑwɣͽðͽ, ɑwɣͽðȣ̈, ɑwɣeðͽ, ɑwɣeðȣ̈, ɑwkͽðͽ, ɑwkͽðȣ̈, ɑwkeðͽ, ɑwkeðȣ̈"
𐌰𐍆𐌲𐌿𐌸𐍃,afguþs,"godless, irreligious, impious",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸɡuθs,3,certain,form,"Adj., a",wͽwɣͽt͡ʃsͽ,"wͽwɣͽt͡ʃsͽ, wͽwɣͽssͽ, wͽwɣȣt͡ʃsͽ, wͽwɣȣssͽ, wͽwkͽt͡ʃsͽ, wͽwkͽssͽ, wͽwkȣt͡ʃsͽ, wͽwkȣssͽ, wɑwɣͽt͡ʃsͽ, wɑwɣͽssͽ, wɑwɣȣt͡ʃsͽ, wɑwɣȣssͽ, wɑwkͽt͡ʃsͽ, wɑwkͽssͽ, wɑwkȣt͡ʃsͽ, wɑwkȣssͽ, jͽwɣͽt͡ʃsͽ, jͽwɣͽssͽ, jͽwɣȣt͡ʃsͽ, jͽwɣȣssͽ, jͽwkͽt͡ʃsͽ, jͽwkͽssͽ, jͽwkȣt͡ʃsͽ, jͽwkȣssͽ, jɑwɣͽt͡ʃsͽ, jɑwɣͽssͽ, jɑwɣȣt͡ʃsͽ, jɑwɣȣssͽ, jɑwkͽt͡ʃsͽ, jɑwkͽssͽ, jɑwkȣt͡ʃsͽ, jɑwkȣssͽ"
𐌰𐍆𐌷𐌰𐌱𐌰𐌽,afhaban,"abstain, withhold_os",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhaβ,0,no_info,not_reconstructed,r,ͽwɣͽwͽ,"ͽwɣͽwͽ, ͽwɣͽwe, ͽwɣͽwɑ, ͽwkͽwͽ, ͽwkͽwe, ͽwkͽwɑ, ͽwjͽwͽ, ͽwjͽwe, ͽwjͽwɑ, ȣ̈wɣȣ̈wͽ, ȣ̈wɣȣ̈we, ȣ̈wɣȣ̈wɑ, ȣ̈wkȣ̈wͽ, ȣ̈wkȣ̈we, ȣ̈wkȣ̈wɑ, ȣ̈wjȣ̈wͽ, ȣ̈wjȣ̈we, ȣ̈wjȣ̈wɑ, ɑwɣɑwͽ, ɑwɣɑwe, ɑwɣɑwɑ, ɑwkɑwͽ, ɑwkɑwe, ɑwkɑwɑ, ɑwjɑwͽ, ɑwjɑwe, ɑwjɑwɑ"
𐌰𐍆𐌷𐌰𐌹𐌼e𐌹𐍃,afhaimeis,"absent_from_home, absent, away_from_home",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhɛmis,2,certain,form,"Adj., a",ͽwɣͽmͽsͽ,"ͽwɣͽmͽsͽ, ͽwɣͽmͽse, ͽwɣͽmȣ̈sͽ, ͽwɣͽmȣ̈se, ͽwɣȣ̈mͽsͽ, ͽwɣȣ̈mͽse, ͽwɣȣ̈mȣ̈sͽ, ͽwɣȣ̈mȣ̈se, ͽwkͽmͽsͽ, ͽwkͽmͽse, ͽwkͽmȣ̈sͽ, ͽwkͽmȣ̈se, ͽwkȣ̈mͽsͽ, ͽwkȣ̈mͽse, ͽwkȣ̈mȣ̈sͽ, ͽwkȣ̈mȣ̈se, ȣ̈wɣͽmͽsͽ, ȣ̈wɣͽmͽse, ȣ̈wɣͽmȣ̈sͽ, ȣ̈wɣͽmȣ̈se, ȣ̈wɣȣ̈mͽsͽ, ȣ̈wɣȣ̈mͽse, ȣ̈wɣȣ̈mȣ̈sͽ, ȣ̈wɣȣ̈mȣ̈se, ȣ̈wkͽmͽsͽ, ȣ̈wkͽmͽse, ȣ̈wkͽmȣ̈sͽ, ȣ̈wkͽmȣ̈se, ȣ̈wkȣ̈mͽsͽ, ȣ̈wkȣ̈mͽse, ȣ̈wkȣ̈mȣ̈sͽ, ȣ̈wkȣ̈mȣ̈se"
𐌰𐍆𐌷𐌰𐌹𐌼𐌹𐍃,afhaimis,"absent_from_home, absent, away_from_home",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhɛmɪs,0,certain,form,"Adj., a",ͽwɣͽmͽsͽ,"ͽwɣͽmͽsͽ, ͽwɣͽmͽse, ͽwɣͽmȣ̈sͽ, ͽwɣͽmȣ̈se, ͽwɣȣ̈mͽsͽ, ͽwɣȣ̈mͽse, ͽwɣȣ̈mȣ̈sͽ, ͽwɣȣ̈mȣ̈se, ͽwkͽmͽsͽ, ͽwkͽmͽse, ͽwkͽmȣ̈sͽ, ͽwkͽmȣ̈se, ͽwkȣ̈mͽsͽ, ͽwkȣ̈mͽse, ͽwkȣ̈mȣ̈sͽ, ͽwkȣ̈mȣ̈se, ȣ̈wɣͽmͽsͽ, ȣ̈wɣͽmͽse, ȣ̈wɣͽmȣ̈sͽ, ȣ̈wɣͽmȣ̈se, ȣ̈wɣȣ̈mͽsͽ, ȣ̈wɣȣ̈mͽse, ȣ̈wɣȣ̈mȣ̈sͽ, ȣ̈wɣȣ̈mȣ̈se, ȣ̈wkͽmͽsͽ, ȣ̈wkͽmͽse, ȣ̈wkͽmȣ̈sͽ, ȣ̈wkͽmȣ̈se, ȣ̈wkȣ̈mͽsͽ, ȣ̈wkȣ̈mͽse, ȣ̈wkȣ̈mȣ̈sͽ, ȣ̈wkȣ̈mȣ̈se"
𐌰𐍆𐌷𐌰𐌹𐌼𐍃,afhaims,"absent_from_home, absent, away_from_home",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhɛms,0,certain,form,"Adj., a",wͽwɣͽmsͽ,"wͽwɣͽmsͽ, wͽwɣͽmse, wͽwɣȣ̈msͽ, wͽwɣȣ̈mse, wͽwkͽmsͽ, wͽwkͽmse, wͽwkȣ̈msͽ, wͽwkȣ̈mse, wȣ̈wɣͽmsͽ, wȣ̈wɣͽmse, wȣ̈wɣȣ̈msͽ, wȣ̈wɣȣ̈mse, wȣ̈wkͽmsͽ, wȣ̈wkͽmse, wȣ̈wkȣ̈msͽ, wȣ̈wkȣ̈mse, jͽwɣͽmsͽ, jͽwɣͽmse, jͽwɣȣ̈msͽ, jͽwɣȣ̈mse, jͽwkͽmsͽ, jͽwkͽmse, jͽwkȣ̈msͽ, jͽwkȣ̈mse, jȣ̈wɣͽmsͽ, jȣ̈wɣͽmse, jȣ̈wɣȣ̈msͽ, jȣ̈wɣȣ̈mse, jȣ̈wkͽmsͽ, jȣ̈wkͽmse, jȣ̈wkȣ̈msͽ, jȣ̈wkȣ̈mse"
𐌰𐍆𐌷𐌰𐌼𐍉𐌽,afhamōn,"get_undressed, shed_as_clothing, strip_off_as_clothing, doff",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhamon,1,certain,not_reconstructed,"V., v",ͽwɣͽmͽnͽ,"ͽwɣͽmͽnͽ, ͽwɣͽmene, ͽwɣͽmænæ, ͽwkͽmͽnͽ, ͽwkͽmene, ͽwkͽmænæ, ͽwjͽmͽnͽ, ͽwjͽmene, ͽwjͽmænæ, ȣ̈wɣȣ̈mͽnͽ, ȣ̈wɣȣ̈mene, ȣ̈wɣȣ̈mænæ, ȣ̈wkȣ̈mͽnͽ, ȣ̈wkȣ̈mene, ȣ̈wkȣ̈mænæ, ȣ̈wjȣ̈mͽnͽ, ȣ̈wjȣ̈mene, ȣ̈wjȣ̈mænæ, ɑwɣɑmͽnͽ, ɑwɣɑmene, ɑwɣɑmænæ, ɑwkɑmͽnͽ, ɑwkɑmene, ɑwkɑmænæ, ɑwjɑmͽnͽ, ɑwjɑmene, ɑwjɑmænæ"
𐌰𐍆𐌷𐌻𐌰𐌸𐌰𐌽,afhlaþan,"burden, load_down, lade_down",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhlaθ,1,certain,form,"V., v",ͽwɣͽlͽt͡ʃͽ,"ͽwɣͽlͽt͡ʃͽ, ͽwɣͽlͽsͽ, ͽwɣelͽt͡ʃe, ͽwɣelͽse, ͽwkͽlͽt͡ʃͽ, ͽwkͽlͽsͽ, ͽwkelͽt͡ʃe, ͽwkelͽse, ȣ̈wɣͽlȣ̈t͡ʃͽ, ȣ̈wɣͽlȣ̈sͽ, ȣ̈wɣelȣ̈t͡ʃe, ȣ̈wɣelȣ̈se, ȣ̈wkͽlȣ̈t͡ʃͽ, ȣ̈wkͽlȣ̈sͽ, ȣ̈wkelȣ̈t͡ʃe, ȣ̈wkelȣ̈se, ɑwɣͽlɑt͡ʃͽ, ɑwɣͽlɑsͽ, ɑwɣelɑt͡ʃe, ɑwɣelɑse, ɑwkͽlɑt͡ʃͽ, ɑwkͽlɑsͽ, ɑwkelɑt͡ʃe, ɑwkelɑse"
𐌰𐍆𐌷𐍉𐌻𐍉𐌽,afhōlōn,extort_from_by_false_allegation,https://koeblergerhard.de/wikiling/?f=got&page=3,aɸholon,1,certain,form,"V., v",ͽwɣͽlͽnͽ,"ͽwɣͽlͽnͽ, ͽwɣͽlͽne, ͽwɣȣlȣnͽ, ͽwɣȣlȣne, ͽwkͽlͽnͽ, ͽwkͽlͽne, ͽwkȣlȣnͽ, ͽwkȣlȣne, ɑwɣͽlͽnͽ, ɑwɣͽlͽne, ɑwɣȣlȣnͽ, ɑwɣȣlȣne, ɑwkͽlͽnͽ, ɑwkͽlͽne, ɑwkȣlȣnͽ, ɑwkȣlȣne, uwɣͽlͽnͽ, uwɣͽlͽne, uwɣȣlȣnͽ, uwɣȣlȣne, uwkͽlͽnͽ, uwkͽlͽne, uwkȣlȣnͽ, uwkȣlȣne"
𐌰𐍆𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽,afhrainjan,"cleanse_away, wipe_out",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhrɛnj,1,certain,not_reconstructed,"V., v",wͽɣrͽnjͽ,"wͽɣrͽnjͽ, wͽɣrȣ̈njͽ, wͽkrͽnjͽ, wͽkrȣ̈njͽ, weɣrͽnje, weɣrȣ̈nje, wekrͽnje, wekrȣ̈nje, jͽɣrͽnjͽ, jͽɣrȣ̈njͽ, jͽkrͽnjͽ, jͽkrȣ̈njͽ, jeɣrͽnje, jeɣrȣ̈nje, jekrͽnje, jekrȣ̈nje, kͽɣrͽnjͽ, kͽɣrȣ̈njͽ, kͽkrͽnjͽ, kͽkrȣ̈njͽ, keɣrͽnje, keɣrȣ̈nje, kekrͽnje, kekrȣ̈nje"
𐌰𐍆𐌷𐍂𐌹𐍃𐌾𐌰𐌽,afhrisjan,shake_off,https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhrɪsj,2,certain,form,"V., v",wͽɣrͽsjͽ,"wͽɣrͽsjͽ, wͽɣrȣ̈sjͽ, wͽkrͽsjͽ, wͽkrȣ̈sjͽ, weɣrͽsje, weɣrȣ̈sje, wekrͽsje, wekrȣ̈sje, jͽɣrͽsjͽ, jͽɣrȣ̈sjͽ, jͽkrͽsjͽ, jͽkrȣ̈sjͽ, jeɣrͽsje, jeɣrȣ̈sje, jekrͽsje, jekrȣ̈sje, kͽɣrͽsjͽ, kͽɣrȣ̈sjͽ, kͽkrͽsjͽ, kͽkrȣ̈sjͽ, keɣrͽsje, keɣrȣ̈sje, kekrͽsje, kekrȣ̈sje"
𐌰𐍆𐌷𐌿𐌲𐌾𐌰𐌽,afhugjan,"lead_astray_the_understanding_of, bewitch",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhuɣj,1,certain,form,"V., v",wͽwɣͽɣjͽ,"wͽwɣͽɣjͽ, wͽwɣͽɣje, wͽwɣȣɣjͽ, wͽwɣȣɣje, wͽwkͽɣjͽ, wͽwkͽɣje, wͽwkȣɣjͽ, wͽwkȣɣje, wɑwɣͽɣjͽ, wɑwɣͽɣje, wɑwɣȣɣjͽ, wɑwɣȣɣje, wɑwkͽɣjͽ, wɑwkͽɣje, wɑwkȣɣjͽ, wɑwkȣɣje, jͽwɣͽɣjͽ, jͽwɣͽɣje, jͽwɣȣɣjͽ, jͽwɣȣɣje, jͽwkͽɣjͽ, jͽwkͽɣje, jͽwkȣɣjͽ, jͽwkȣɣje, jɑwɣͽɣjͽ, jɑwɣͽɣje, jɑwɣȣɣjͽ, jɑwɣȣɣje, jɑwkͽɣjͽ, jɑwkͽɣje, jɑwkȣɣjͽ, jɑwkȣɣje"
𐌰𐍆𐍈𐌰𐍀𐌾𐌰𐌽,afƕapjan,"choke, extinguish, asphyxiate, suffocate",https://koeblergerhard.de/wikiling/?f=got&page=3,aɸhʷapj,5,certain,not_reconstructed,"V., v",wͽwɣͽpjͽ,"wͽwɣͽpjͽ, wͽwɣͽpje, wͽwkͽpjͽ, wͽwkͽpje, wȣ̈wɣȣ̈pjͽ, wȣ̈wɣȣ̈pje, wȣ̈wkȣ̈pjͽ, wȣ̈wkȣ̈pje, jͽwɣͽpjͽ, jͽwɣͽpje, jͽwkͽpjͽ, jͽwkͽpje, jȣ̈wɣȣ̈pjͽ, jȣ̈wɣȣ̈pje, jȣ̈wkȣ̈pjͽ, jȣ̈wkȣ̈pje, kͽwɣͽpjͽ, kͽwɣͽpje, kͽwkͽpjͽ, kͽwkͽpje, kȣ̈wɣȣ̈pjͽ, kȣ̈wɣȣ̈pje, kȣ̈wkȣ̈pjͽ, kȣ̈wkȣ̈pje"
𐌰𐍆𐍈𐌰𐍀𐌽𐌰𐌽,afƕapnan,"choke, be_suffocated, become_suffocated",https://koeblergerhard.de/wikiling/?f=got&page=4,aɸhʷapn,6,certain,form,"V., v",wͽwɣͽpnͽ,"wͽwɣͽpnͽ, wͽwɣͽpne, wͽwkͽpnͽ, wͽwkͽpne, wȣ̈wɣȣ̈pnͽ, wȣ̈wɣȣ̈pne, wȣ̈wkȣ̈pnͽ, wȣ̈wkȣ̈pne, jͽwɣͽpnͽ, jͽwɣͽpne, jͽwkͽpnͽ, jͽwkͽpne, jȣ̈wɣȣ̈pnͽ, jȣ̈wɣȣ̈pne, jȣ̈wkȣ̈pnͽ, jȣ̈wkȣ̈pne, kͽwɣͽpnͽ, kͽwɣͽpne, kͽwkͽpnͽ, kͽwkͽpne, kȣ̈wɣȣ̈pnͽ, kȣ̈wɣȣ̈pne, kȣ̈wkȣ̈pnͽ, kȣ̈wkȣ̈pne"
𐌰𐍆𐌹𐍄𐌰𐌽,afitan,"devour, eat_voraciously",https://koeblergerhard.de/wikiling/?f=got&page=4,aɸɪt,0,uncertain,word,"V., v",ͽwͽtͽ,"ͽwͽtͽ, ͽwͽte, ͽwͽtɑ, ͽwȣ̈tͽ, ͽwȣ̈te, ͽwȣ̈tɑ, ͽwitͽ, ͽwite, ͽwitɑ, ȣ̈wͽtͽ, ȣ̈wͽte, ȣ̈wͽtɑ, ȣ̈wȣ̈tͽ, ȣ̈wȣ̈te, ȣ̈wȣ̈tɑ, ȣ̈witͽ, ȣ̈wite, ȣ̈witɑ, ɑwͽtͽ, ɑwͽte, ɑwͽtɑ, ɑwȣ̈tͽ, ɑwȣ̈te, ɑwȣ̈tɑ, ɑwitͽ, ɑwite, ɑwitɑ"
𐌰𐍆𐌻𐌰𐌲e𐌹𐌽𐍃,aflageins,"forgiveness, laying_aside, remission, absolution",https://koeblergerhard.de/wikiling/?f=got&page=4,aɸlaɣins,1,certain,form,"F., n",ͽwlͽɣͽnͽ,"ͽwlͽɣͽnͽ, ͽwlͽɣͽne, ͽwlͽɣͽnɑ, ͽwlͽɣȣ̈nͽ, ͽwlͽɣȣ̈ne, ͽwlͽɣȣ̈nɑ, ͽwlͽɣinͽ, ͽwlͽɣine, ͽwlͽɣinɑ, ȣ̈wlȣ̈ɣͽnͽ, ȣ̈wlȣ̈ɣͽne, ȣ̈wlȣ̈ɣͽnɑ, ȣ̈wlȣ̈ɣȣ̈nͽ, ȣ̈wlȣ̈ɣȣ̈ne, ȣ̈wlȣ̈ɣȣ̈nɑ, ȣ̈wlȣ̈ɣinͽ, ȣ̈wlȣ̈ɣine, ȣ̈wlȣ̈ɣinɑ, ɑwlɑɣͽnͽ, ɑwlɑɣͽne, ɑwlɑɣͽnɑ, ɑwlɑɣȣ̈nͽ, ɑwlɑɣȣ̈ne, ɑwlɑɣȣ̈nɑ, ɑwlɑɣinͽ, ɑwlɑɣine, ɑwlɑɣinɑ"
𐌰𐍆𐌻𐌰𐌲𐌾𐌰𐌽,aflagjan,"put_off, lay_off_away, lay_down, lay_aside",https://koeblergerhard.de/wikiling/?f=got&page=4,aɸlaɣj,5,certain,not_reconstructed,"V., v",wͽwlͽɣjͽ,"wͽwlͽɣjͽ, wͽwlͽɣje, wͽwlͽɣjɑ, wȣ̈wlȣ̈ɣjͽ, wȣ̈wlȣ̈ɣje, wȣ̈wlȣ̈ɣjɑ, wɑwlɑɣjͽ, wɑwlɑɣje, wɑwlɑɣjɑ, jͽwlͽɣjͽ, jͽwlͽɣje, jͽwlͽɣjɑ, jȣ̈wlȣ̈ɣjͽ, jȣ̈wlȣ̈ɣje, jȣ̈wlȣ̈ɣjɑ, jɑwlɑɣjͽ, jɑwlɑɣje, jɑwlɑɣjɑ, kͽwlͽɣjͽ, kͽwlͽɣje, kͽwlͽɣjɑ, kȣ̈wlȣ̈ɣjͽ, kȣ̈wlȣ̈ɣje, kȣ̈wlȣ̈ɣjɑ, kɑwlɑɣjͽ, kɑwlɑɣje, kɑwlɑɣjɑ"
𐌰𐍆𐌻e𐌹𐌸𐌰𐌽,afleiþan,"go_away, depart, leave",https://koeblergerhard.de/wikiling/?f=got&page=4,aɸliθ,14,certain,form,"V., v",ͽwlͽt͡ʃͽ,"ͽwlͽt͡ʃͽ, ͽwlͽt͡ʃe, ͽwlͽsͽ, ͽwlͽse, ͽwlȣ̈t͡ʃͽ, ͽwlȣ̈t͡ʃe, ͽwlȣ̈sͽ, ͽwlȣ̈se, ȣ̈wlͽt͡ʃͽ, ȣ̈wlͽt͡ʃe, ȣ̈wlͽsͽ, ȣ̈wlͽse, ȣ̈wlȣ̈t͡ʃͽ, ȣ̈wlȣ̈t͡ʃe, ȣ̈wlȣ̈sͽ, ȣ̈wlȣ̈se, ɑwlͽt͡ʃͽ, ɑwlͽt͡ʃe, ɑwlͽsͽ, ɑwlͽse, ɑwlȣ̈t͡ʃͽ, ɑwlȣ̈t͡ʃe, ɑwlȣ̈sͽ, ɑwlȣ̈se"
