hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,hun_ipa,regexroot
ló,1055,1055,1055,ló,,"['bronco', 'horse', 'hoss']","bronco, horse, hoss",III. Kaukázusi jövevényszavak ?,III. Caucasian newcomer words?,,n,loː,^(j|m|s)?(l)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
m,1055,1055,1055,-m1,+,m,m,,,,r,m,#m# not old/Gothic
megy,1055,1055,1055,megy,,"['to drive, drove, driven', 'to gang', 'to go, went, gone', 'to head', 'to hop', 'to make way', 'to march', 'to pass', 'to run, ran, run', 'to sashay', 'to tend', 'to tool along', 'to travel', 'to tread, trod, trodden', 'to walk']","drive, drove, driven, gang, go, went, gone, head, hop, make_way, march, pass, run, ran, run, sashay, tend, tool_along, travel, tread, trod, trodden, walk","1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,v,mɛɟ,^(j|m|s)?(m)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
megye,1055,1055,1055,megye,,"['co.', 'shire']","co., shire",c) Szlovén jövevényszavak ?,c) Slovenian newcomer words?,,n,mɛɟɛ,^(j|m|s)?(m)(e|o|æ)(j|n)(ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
mező,1055,1055,1055,mező,,"['field', 'land', 'meadow', 'pane']","field, land, meadow, pane",9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,mɛzøː,^(j|m|s)?(m)(e|o|æ)(p|t)(e)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
mogyoró,1055,1055,1055,mogyoró,,"['hazel', 'hazelnut']","hazel, hazelnut",1. Származékszavak ,1. Derivatives,,n,moɟoroː,^(j|m|s)?(m)(e|i|o|u|ɑ)(j|n)(e|i|o|u|ɑ)(jr|r)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nagy,1055,1055,1055,nagy,,"['big', 'burly', 'expansive', 'grand', 'great', 'gross', 'heavy', 'large', 'massive', 'mighty', 'outstanding', 'power', 'roomy', 'slick']","big, burly, expansive, grand, great, gross, heavy, large, massive, mighty, outstanding, power, roomy, slick","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,a,nɒɟ,^(j|m|s)?(n)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ó,1055,1055,1055,ó1,,['old'],old,,,,r,oː,#o# not old/Gothic
ölyv,1055,1055,1055,ölyv,,"['buzzard', 'hawk']","buzzard, hawk",b) Csuvasos típusú jövevényszavak ?,b) Chuvash type newcomer words?,,n,øjv,jv# not old/Gothic
rá,1055,1055,1055,rá,,it,it,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,raː,"#r, a# not old/Gothic"
ravasz,1055,1055,1055,ravasz,,"['acute', 'astute', 'cagey', 'calculating', 'canny', 'catchy', 'coony', 'crafted', 'crafty', 'cunning', 'cute', 'deep', 'drafty', 'draughty', 'foxy', 'ikey', 'to know how many beans make five', 'knowing', 'leery', 'shifty', 'shrewd', 'sleek', 'slick', 'slim', 'sly', 'tricksy', 'tricky', 'vulpine', 'wily']","acute, astute, cagey, calculating, canny, catchy, coony, crafted, crafty, cunning, cute, deep, drafty, draughty, foxy, ikey, know_how_many_beans_make_five, knowing, leery, shifty, shrewd, sleek, slick, slim, sly, tricksy, tricky, vulpine, wily","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,a,rɒvɒs,"#r, s# not old/Gothic"
s,1055,1055,1055,-s1,+,s,s,,,,r,ʃ,#ʃ# not old/Gothic
sír,1055,1055,1055,sír2,,"['to be in tears', 'bed', 'cell', 'to cry', 'deep-six', 'grave', 'last resting-place', 'long home', 'to rabbit', 'to rabbit on', 'sepulcher', 'sepulchre', 'to wail', 'to weep, wept']","be_in_tears, bed, cell, cry, deep-six, grave, last_resting-place, long_home, rabbit, rabbit_on, sepulcher, sepulchre, wail, weep, wept","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,v,ʃiːr,"#ʃ, r# not old/Gothic"
sz,1055,1055,1055,-sz1,+,s,s,,,,r,s,#s# not old/Gothic
szág,1055,1055,1055,-szág/-szég,+,smell,smell,,,,n,saːɡ,^(j|m|s)?(ʃʲ)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szég,1055,1055,1055,-szág/-szég,+,nail,nail,,,,n,seːɡ,^(j|m|s)?(ʃʲ)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szakad,1055,1055,1055,szakad,,"['to break, broke, broken', 'to split, split', 'to split', 'to stream', 'to tear, tore, torn']","break, broke, broken, split, split, split, stream, tear, tore, torn",1. Származékszavak ,1. Derivatives,,v,sɒkɒd,k not old/Gothic
széna,1055,1055,1055,széna,,['hay'],hay,,,,n,seːnɒ,ɒ# not old/Gothic
sziget,1055,1055,1055,sziget,,"['island', 'isle']","island, isle",1. Származékszavak ,1. Derivatives,,n,siɡɛt,^(j|m|s)?(ʃʲ)(e|i|o|u|æ)(ŋ)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szik,1055,1055,1055,szik,,on,on,1. Származékszavak ?,1. Derivatives?,,v,sik,^(j|m|s)?(ʃʲ)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szil,1055,1055,1055,szil,,elm,elm,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,sil,^(j|m|s)?(ʃʲ)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
t,1055,1055,1055,-t1,+,t,t,,,,r,t,#t# not old/Gothic
t,1055,1055,1055,-t~-tt1,+,t,t,,,,r,t,#t# not old/Gothic
tt,1055,1055,1055,-t~-tt1,+,tt,tt,,,,r,tt,#tt# not old/Gothic
út,1055,1055,1055,út,,"['channel', 'gang', 'going', 'journey', 'march', 'pad', 'passage', 'path', 'ride', 'road', 'round', 'run', 'trip', 'way']","channel, gang, going, journey, march, pad, passage, path, ride, road, round, run, trip, way","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,uːt,^(j|m|s)?(u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
vány,1055,1055,1055,-vány/-vény,+,power,power,,,,r,vaːɲ,ɲ# not old/Gothic
vény,1055,1055,1055,-vány/-vény,+,receipt,receipt,,,,n,veːɲ,ɲ# not old/Gothic
vásár,1055,1055,1055,vásár,,"['fair', 'mop fair', 'sale']","fair, mop_fair, sale",II. Iráni (például alán) jövevényszavak ?,"II. Iranian (for example, under) newcomer words?",,n,vaːʃaːr,r# not old/Gothic
leány,1055,1055,1055,leány,,"['gal', 'gill', 'girl', 'job', 'maiden', 'skirt']","gal, gill, girl, job, maiden, skirt",13. Szóösszetétellel keletkezett szavak ?,13. Words formed by word composition?,,n,lɛaːɲ,"ɛa, ɲ# not old/Gothic"
két,1291,"1057 tn. (?), 1291","1057 placename (?),  1291",két,,['two'],two,"2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,r,keːt,^(j|m|s)?(k)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kor,1372,"1057 tn. (?), 1372 u.","1057 placename (?), after  1372 ",kor,,"['age', 'cycle', 'epoch', 'era', 'estate', 'period']","age, cycle, epoch, era, estate, period",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,kor,r# not old/Gothic
sereg,1395,"1057 tn. (?), 1395 k.","1057 placename (?), ca.  1395 ",sereg,,"['bevy', 'cohort', 'crop', 'crowd', 'flock', 'green machine', 'host', 'nest', 'troop']","bevy, cohort, crop, crowd, flock, green_machine, host, nest, troop",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,ʃɛrɛɡ,#ʃ not old/Gothic
kedd,1405,"1057  tn.  (?),  1405 k.","1057  placename  (?), ca.   1405 ",kedd,,Tuesday,Tuesday,1. Származékszavak ,1. Derivatives,,r,kɛdd,dd# not old/Gothic
káva,1535,"1057  tn.  (?),  1535","1057  placename  (?),   1535",káva,,"['brim', 'edge']","brim, edge","apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,kaːvɒ,ɒ# not old/Gothic
sürög,1536,"1057  tn.  (?),  1536","1057  placename  (?),   1536",sürög,,bustle,bustle,1. Származékszavak ,1. Derivatives,,v,ʃyrøɡ,#ʃ not old/Gothic
bizony,1300,"1057 tn.,  13. sz.  eleje",beginning of   13. century  ,bizony,,"['to be sure', 'jolly well', 'sure enough', 'verily']","be_sure, jolly_well, sure_enough, verily",1. Származékszavak ,1. Derivatives,,r,bizoɲ,ɲ# not old/Gothic
hit,1372,"1057 tn.,  1372 u.","1057 placename, after   1372 ",hit,,"['belief', 'conviction', 'faith', 'persuasion']","belief, conviction, faith, persuasion",1. Származékszavak ,1. Derivatives,,n,hit,^(j|m|s)?(k)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hazug,1395,"1057 tn.,  1395 k.","1057 placename, ca.   1395 ",hazug,,"['mendacious', 'untrue']","mendacious, untrue",,,,a,hɒzuɡ,^(j|m|s)?(k)(e|o|u|ɑ)(p|t)(o|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kos,1395,"1061  tn.  (?),  1395 k.","1061  placename  (?), ca.   1395 ",kos,,"['buck', 'ram']","buck, ram",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,koʃ,^(j|m|s)?(k)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
pest,1401,"1061  tn.  (?),  1401","1061  placename  (?),   1401",pest,,Pest,Pest,a) Bolgár jövevényszavak ,(a) Bulgarian newcomer words,,a,pɛʃt,"#p, ʃt# not old/Gothic"
patak,1135,"1061 tn., 1135","1061 placename,  1135",patak,,"['brook', 'brooklet', 'creek', 'rivulet', 'stream', 'streamlet', 'water-course', 'watercourse']","brook, brooklet, creek, rivulet, stream, streamlet, water-course, watercourse",,,,n,pɒtɒk,#p not old/Gothic
süvölt,1405,"1061 tn., 1405 k.","1061 placename, ca.  1405 ",süvölt,,"['to rout', 'to wuther']","rout, wuther",1. Származékszavak ,1. Derivatives,,v,ʃyvølt,"#ʃ, lt# not old/Gothic"
öcs,1372,"1067 k. tn. (?), 1372 u.","ca. 1067  placename (?), after  1372 ",öcs,,['brother'],brother,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,øt͡ʃ,t͡ʃ# not old/Gothic
száz,1217,"1067 k. tn. (?), 1217","ca. 1067  placename (?),  1217",száz,,hundred,hundred,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,saːz,^(j|m|s)?(ʃʲ)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
öt,1372,"1067 k. tn.  (?),  1372 u.","ca. 1067  placename  (?), after   1372 ",öt,,['five'],five,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,øt,^(j|m|s)?(i)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hét,1405,"1067 k.  tn.  (?),  1405 k.","ca. 1067   placename  (?), ca.   1405 ",hét2,,"['seven', 'week']","seven, week",11. Jelentéselkülönüléssel keletkezett szavak ,11. Words formed by difference of meaning,,n,heːt,^(j|m|s)?(k)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
gubacs,1604,"1067 k.  tn.  (?),  1604","ca. 1067   placename  (?),   1604",gubacs,,['gall'],gall,1. Származékszavak ,1. Derivatives,,n,ɡubɒt͡ʃ,"#ɡ, t͡ʃ# not old/Gothic"
szem,1200,"1067 k. tn.,  12. sz.  vége",end of   12. century  ,szem,,"['bud', 'burgeon', 'eye', 'grain', 'offset']","bud, burgeon, eye, grain, offset","1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,n,sɛm,m# not old/Gothic
éger,1234,"1067 k. tn., 1234","ca. 1067  placename,  1234",éger,,['alder'],alder,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,eːɡɛr,r# not old/Gothic
levél,1372,"1067 k. tn., 1372 u.","ca. 1067  placename, after  1372 ",levél,,"['billet', 'dispatch', 'epistle', 'flag', 'letter']","billet, dispatch, epistle, flag, letter",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,lɛveːl,^(j|m|s)?(l)(e|o|æ)(j|m|ð|ŋ)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szekér,1372,"1067 k. tn., 1372 u.","ca. 1067  placename, after  1372 ",szekér,,"['cart', 'dray', 'wagon']","cart, dray, wagon",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,sɛkeːr,"k, r# not old/Gothic"
nyű,1395,"1067 k. tn., 1395 k.","ca. 1067  placename, ca.  1395 ",nyű2,,"['maggot', 'worm']","maggot, worm","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,r,ɲyː,y# not old/Gothic
sarok,1395,"1067 k. tn., 1395 k.","ca. 1067  placename, ca.  1395 ",sarok,,"['angle', 'cant', 'corner', 'heel', 'nook', 'pole']","angle, cant, corner, heel, nook, pole",1. Származékszavak ,1. Derivatives,,n,ʃɒrok,#ʃ not old/Gothic
szín,1456,"1067 k. tn., 1456 k.","ca. 1067  placename, ca.  1456 ",szín1,,"['colour', 'complexion', 'face', 'hovel', 'lean-to', 'setting', 'tint']","colour, complexion, face, hovel, lean-to, setting, tint",c) Keleti szláv jövevényszavak (általában) ?,c) East Slavic newcomer words (in general)?,,n,siːn,^(j|m|s)?(ʃʲ)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hét,1200,"1067 tn. (?), 1200 k.","1067 placename (?), ca.  1200 ",hét1,,"['seven', 'week']","seven, week","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,heːt,^(j|m|s)?(k)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szeg,1067,1067 tn.,1067 placename,szeg2,,"['to hem', 'peg', 'pin', 'spike', 'stud', 'tack']","hem, peg, pin, spike, stud, tack",,,,n,sɛɡ,^(j|m|s)?(ʃʲ)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
fény,1300,"1075 tn. (?), 13. sz. eleje",beginning of  13. century ,fény,,"['blaze', 'grandeur', 'light', 'luster', 'lustre', 'pageantry', 'polish', 'pomp', 'shine', 'splendor', 'splendour', 'state', 'stateliness']","blaze, grandeur, light, luster, lustre, pageantry, polish, pomp, shine, splendor, splendour, state, stateliness","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,feːɲ,ɲ# not old/Gothic
cseh,1405,"1075 tn. (?), 1405 k.","1075 placename (?), ca.  1405 ",cseh,,['bohemian'],bohemian,a) Cseh jövevényszavak ,a) Czech newcomer words,,a,t͡ʃɛh,"#t͡ʃ, h# not old/Gothic"
szurok,1416,"1075 tn. (?), 1416 u.","1075 placename (?), after  1416 ",szurok,,"['black pitch', 'pitch']","black_pitch, pitch","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,surok,^(j|m|s)?(ʃʲ)(o|u)(jr|r)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tolmács,1430,"1075 tn. (?), 1430 k.","1075 placename (?), ca.  1430 ",tolmács,,Translator,Translator,"apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,tolmaːt͡ʃ,"lm, t͡ʃ# not old/Gothic"
doboz,1528,"1075 tn. (?), 1528","1075 placename (?),  1528",doboz,,"['box', 'can', 'canister', 'case', 'pack']","box, can, canister, case, pack",,,,n,doboz,#d not old/Gothic
hany,1584,"1075 tn. (?), 1584","1075 placename (?),  1584",hany,,How many,How_many,"1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,v,hɒɲ,ɲ# not old/Gothic
malom,1666,"1075 tn. (?), 1666","1075 placename (?),  1666",malom,,['mill'],mill,,,,n,mɒlom,m# not old/Gothic
udvarnok,1217,"1075 tn., 1217","1075 placename,  1217",udvarnok,,OSWALD,OSWALD,,,,n,udvɒrnok,"dv, rn not old/Gothic"
mély,1372,"1075 tn., 1372 u.","1075 placename, after  1372 ",mély,,"['absorbed', 'deep', 'low', 'lowly', 'low-pitched', 'profound', 'recondite', 'rich']","absorbed, deep, low, lowly, low-pitched, profound, recondite, rich","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,a,meːj,^(j|m|s)?(m)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szőlő,1372,"1075 tn., 1372 u.","1075 placename, after  1372 ",szőlő,,"['grape', 'grapes', 'vine']","grape, grapes, vine",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,søːløː,^(j|m|s)?(ʃʲ)(e|i|æ|ɑ)(l|lk|m|ð)(e)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
udvar,1372,"1075 tn., 1372 u.","1075 placename, after  1372 ",udvar,,"['court', 'run', 'yard']","court, run, yard",,,,n,udvɒr,"dv, r# not old/Gothic"
kengyel,1380,"1075 tn., 1380 k.","1075 placename, ca.  1380 ",kengyel,,"['bow', 'stirrup']","bow, stirrup",1. Származékszavak ?,1. Derivatives?,,n,kɛnɟɛl,nɟ not old/Gothic
bors,1395,"1075 tn.,  1395 k.","1075 placename, ca.   1395 ",bors,,"['black pepper', 'pepper']","black_pepper, pepper",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,borʃ,rʃ# not old/Gothic
hatvan,1405,"1075 tn.,  1405 k.","1075 placename, ca.   1405 ",hatvan,,['sixty'],sixty,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,hɒtvɒn,tv not old/Gothic
keskeny,1416,"1075 tn.,  1416 u.","1075 placename, after   1416 ",keskeny,,"['extenuate', 'narrow', 'strait']","extenuate, narrow, strait",,,,a,kɛʃkɛɲ,"ʃk, ɲ# not old/Gothic"
kereszt,1248,"1075/1217 tn.,  1248","1075/1217 placename,   1248",kereszt,,"['cross', 'tree']","cross, tree","12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,kɛrɛst,st# not old/Gothic
kis,1337,"1075/1217 tn.,  1337","1075/1217 placename,   1337",kis,,"['low', 'petit']","low, petit",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,a,kiʃ,^(j|m|s)?(k)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
horog,1395,"1075/1217 tn.,  1395 k.","1075/1217 placename, ca.   1395 ",horog,,"['clench', 'crotchet', 'grapple', 'hitch', 'hook']","clench, crotchet, grapple, hitch, hook","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,horoɡ,^(j|m|s)?(k)(e|i|o|u|ɑ)(jr|r)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
arany,1075,1075,1075,arany,,"['gold', 'red gold', 'royal metal', 'yellow metal']","gold, red_gold, royal_metal, yellow_metal","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,ɒrɒɲ,ɲ# not old/Gothic
jó,1200,"1079  (?),  12. sz.  vége",end of   12. century  ,jó1,,"['aces', 'to be all aces', 'bitching', 'bitching twitching', 'boss', 'clean', 'fair', 'fine', 'to fit', 'fucking', 'good', 'hunky-dory', 'mind-blowing', 'near', 'nice', 'right', 'shit hot', 'slick', 'smart', 'sniffy', 'top notch', 'way-out', 'wayout', 'well']","aces, be_all_aces, bitching, bitching_twitching, boss, clean, fair, fine, fit, fucking, good, hunky-dory, mind-blowing, near, nice, right, shit_hot, slick, smart, sniffy, top_notch, way-out, wayout, well","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,a,joː,^(j|m|s)?(j)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
sün,1395,"1079  tn.  (?), 1395 k.","1079  placename  (?), ca.  1395 ",sün,,['urchin'],urchin,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,ʃyn,#ʃ not old/Gothic
szed,1079,1079,1079,szed,,"['to glean', 'to pick', 'to pull']","glean, pick, pull","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,v,sɛd,^(j|m|s)?(ʃʲ)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
köt,1200,"1086 tn. (?), 12. sz. vége",end of  12. century ,köt,,"['to bind, bound', 'to knit, knit', 'to knit', 'to lace', 'to tie', 'to work', 'to wreathe']","bind, bound, knit, knit, knit, lace, tie, work, wreathe","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,køt,^(j|m|s)?(k)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
les,1269,"1086 tn. (?), 1269","1086 placename (?),  1269",les,,"['ambuscade', 'ambush', 'lurking-place', 'to peek']","ambuscade, ambush, lurking-place, peek","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,v,lɛʃ,^(j|m|s)?(l)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
bátor,1290,"1086 tn. (?), 1290 k.","1086 placename (?), ca.  1290 ",bátor,,"['ballsy', 'bold', 'brave', 'courageous', 'dreadnought', 'fearless', 'gallant', 'game', 'hardy', 'insensible to fear', 'intrepid', 'manful', 'plucky', 'spirited', 'stout', 'valiant', 'yeomanly']","ballsy, bold, brave, courageous, dreadnought, fearless, gallant, game, hardy, insensible_fear, intrepid, manful, plucky, spirited, stout, valiant, yeomanly",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,a,baːtor,r# not old/Gothic
vesz,1300,"1086 tn.  (?),  13. sz.  eleje",beginning of   13. century  ,vesz,,"['to buy, bought', 'to dip', 'to get, got', 'to nick', 'to take, took, taken']","buy, bought, dip, get, got, nick, take, took, taken",,,,v,vɛs,s# not old/Gothic
örök,1300,"1086  tn.  (?),  13. sz.  második  fele","1086  placename  (?),   13. century  második  fele",örök,,"['dateless', 'eternal', 'perpetual', 'persistent']","dateless, eternal, perpetual, persistent",a) Török jövevényszavak általában ?,a) Turkish newcomers in general?,,a,ørøk,^(j|m|s)?(i)(jr|r)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
béke,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",béke,,"['peace', 'peacetime', 'quiet', 'quietude']","peace, peacetime, quiet, quietude",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,beːkɛ,k not old/Gothic
dög,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",dög,,"['carcase', 'carcass', 'carrion']","carcase, carcass, carrion",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,døɡ,#d not old/Gothic
erő,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",erő,,"['dint', 'flourish', 'force', 'fortitude', 'kick', 'might', 'moment', 'nerve', 'pith', 'potency', 'power', 'punch', 'sinews', 'strength', 'stress', 'sturdiness', 'vigor', 'vigour', 'zip']","dint, flourish, force, fortitude, kick, might, moment, nerve, pith, potency, power, punch, sinews, strength, stress, sturdiness, vigor, vigour, zip",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,ɛrøː,^(j|m|s)?(e|i)(jr|r)(e)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kígyó,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",kígyó,,"['serpent', 'snake']","serpent, snake","1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,n,kiːɟoː,^(j|m|s)?(k)(e|i|o|u|æ)(j|n)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
szám,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",szám,,"['digit', 'number', 'numeral', 'numero', 'size']","digit, number, numeral, numero, size",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,saːm,m# not old/Gothic
szar,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",szar,,"['to be fucked up', 'crap', 'crappy', 'dipshit', 'dung', 'fucking', 'muck', 'naff', 'scuz', 'scuzz', 'shit', 'shitty', 'sleazo', 'sleazy', 'sodding', 'stinky', 'tripe', 'turd', 'yuck', 'yuk']","be_fucked_up, crap, crappy, dipshit, dung, fucking, muck, naff, scuz, scuzz, shit, shitty, sleazo, sleazy, sodding, stinky, tripe, turd, yuck, yuk","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,a,sɒr,r# not old/Gothic
szemét,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",szemét,,"['discard', 'dreck', 'dross', 'dust', 'garbage', 'mess', 'muck', 'refuse', 'rubbish', 'rubbishy', 'scum', 'shitty junk', 'sleaze', 'sleazebag', 'sleazo', 'sleazy', 'snotty', 'sodding', 'stinky', 'sweepings', 'trash']","discard, dreck, dross, dust, garbage, mess, muck, refuse, rubbish, rubbishy, scum, shitty_junk, sleaze, sleazebag, sleazo, sleazy, snotty, sodding, stinky, sweepings, trash",d) Nyugati szláv jövevényszavak (általában) ?,d) West Slavic newcomer words (usually)?,,n,sɛmeːt,^(j|m|s)?(ʃʲ)(e|o|æ)(jm|lm|m)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
vért,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",vért,,armor,armor,II. Iráni (például alán) jövevényszavak ?,"II. Iranian (for example, under) newcomer words?",,n,veːrt,rt# not old/Gothic
részeg,1380,"1086 tn. (?), 1380 k.","1086 placename (?), ca.  1380 ",részeg,,"['to be blitzed out', 'to be bust', 'to be busted', 'to be hot', 'to be in drink', 'to be in liquor', 'to be lit up', 'to be shit-faced drunk', 'to be stoned', 'to be stoned out', 'to be topped', 'to be up the pole', 'to be way-out', 'to be zipped', 'to be zonked out', 'blind', 'blind drunk', 'blue', 'boiled', 'cooked', 'cut', 'drunk', 'drunken', 'groggy', 'have been in the sun', ""have the sun in one's eyes"", 'inebriate', 'intoxicated', 'laced', 'loaded', 'lushy', 'to out cold', 'pickled', 'pie-eyed', 'pissed', 'plastered', 'queer', 'sloshed', 'tiddly', 'tipsy', 'top-heavy', 'vinous', 'woozy']","be_blitzed_out, be_bust, be_busted, be_hot, be_in_drink, be_in_liquor, be_lit_up, be_shit-faced_drunk, be_stoned, be_stoned_out, be_topped, be_up_the_pole, be_way-out, be_zipped, be_zonked_out, blind, blind_drunk, blue, boiled, cooked, cut, drunk, drunken, groggy, have_been_in_the_sun, ""have_the_sun_in_ones_eyes"", inebriate, intoxicated, laced, loaded, lushy, out_cold, pickled, pie-eyed, pissed, plastered, queer, sloshed, tiddly, tipsy, top-heavy, vinous, woozy",1. Származékszavak ,1. Derivatives,,a,reːsɛɡ,#r not old/Gothic
