word,year,info,disambiguated,suffix,en,orig,pos_hun,wordipa
farkas,1372,"1086 tn., 1372 u.",farkas,,"['wolf, wolves']",,n,fɒrkɒʃ
magas,1372,"1086 tn., 1372 u.",magas,,"['eminent', 'high', 'high-pitched', 'lofty', 'piping', 'tall', 'taunt']",,a,mɒɡɒʃ
német,1372,"1086 tn., 1372 u.",német,,"['Dutch', 'Fritz', 'German', 'jerry']",,a,neːmɛt
vő,1380,"1086 tn., 1380 k.",vő,,['son-in-law'],,r,vøː
dinnye,1395,"1086 tn., 1395 k.",dinnye,,,,n,dinɲɛ
nyúl,1395,"1086 tn., 1395 k.",nyúl1,,"['bun', 'candyass', 'to finger', 'rabbit', 'wat', 'wimpy']",,v,ɲuːl
pásztor,1395,"1086 tn., 1395 k.",pásztor,,"['herd', 'shepherd']",,n,paːstor
szalma,1395,"1086 tn., 1395 k.",szalma,,['straw'],,n,sɒlmɒ
zászló,1395,"1086 tn., 1395 k.",zászló,,"['banner', 'bunting', 'ensign', 'flag', 'pennant', 'standard', 'streamer']",b) Horvát-szerb jövevényszavak ?,n,zaːsloː
orosz,1405,"1086 tn., 1405 k.",orosz,,['Russian'],b) Csuvasos típusú jövevényszavak ,a,oros
szakáll,1405,"1086 tn., 1405 k.",szakáll,,"['beard', 'gill', 'jowl', 'wattle', 'whiskers']",,n,sɒkaːll
komló,1478,"1086 tn., 1478",komló,,['hop'],,n,komloː
pogány,1526,"1086 tn., 1526",pogány,,"['heathen', 'pagan', 'paganish', 'profane']",,a,poɡaːɲ
pányva,1532,"1086 tn., 1532",pányva,,"['lariat', 'lasso', 'tether']",,r,paːɲvɒ
barázda,1086,1086,barázda,,"['chase', 'furrow', 'gouge', 'groove', 'gutter', 'open furrow', 'score', 'stria, striae']",c) Szlovák jövevényszavak ?,n,bɒraːzdɒ
határ,1086,1086,határ,,"['border', 'border-line', 'bound', 'confine', 'end', 'frontier', 'limit', 'line', 'line of demarcation', 'march', 'margin', 'mere', 'pale', 'scope', 'termination', 'verge']",,n,hɒtaːr
hosszú,1086,1086,hosszú,,"['lank', 'long', 'prolonged']",,a,hoʃsuː
lak,1086,1086,lak,,"['house', 'lodge']","2. Ősi, finnugor kori szavak ?",n,lɒk
telek,1086,1086,telek,,"['building plot', 'building site', 'lot', 'parcel', 'plot', 'site']",,n,tɛlɛk
láda,1086,1086,láda,,"['bin', 'box', 'case', 'chest', 'crate', 'hutch']",,n,laːdɒ
lengyel,1086,1086,lengyel,,"['polack', 'pole', 'polish']",,a,lɛnɟɛl
bodor,1700,"1090 k. tn. (?), 17. sz. második fele",bodor,,,1. Származékszavak ,v,bodor
álom,1358,"1091  tn.  (?),  1358",álom,,"['doss', 'dream', 'sleep']","2. Ősi, finnugor kori szavak ",n,aːlom
a,1092,1092,-a/-e5,+,,,r,ɒ
e,1092,1092,-a/-e5,+,,,r,ɛ
hím,1296,"1093–1095  tn.  (?),  1296",hím2,,"['buck', 'dog', 'male']",G) ISMERETLEN EREDETŰ SZAVAK ,v,hiːm
vén,1372,"1093–1095  tn.  (?),  1372 u.",vén,,['old'],"2. Ősi, finnugor kori szavak ?",r,veːn
hím,1395,"1093–1095 tn. (?), 1395 k.",hím1,,"['buck', 'dog', 'male']",,v,hiːm
iker,1095,1095,iker,,['double'],,a,ikɛr
süly,1500,"1109  tn.  (?),  1500 k.",süly,,,,n,ʃyj
gerencsér,1588,"1109  tn.  (?),  1588",gerencsér,,,,n,ɡɛrɛnt͡ʃeːr
hát,1351,"1109 tn.,  1351",hát1,,"['back', 'now', 'why']",,r,haːt
tanya,1109,1109,tanya,,"['den', 'farm', 'haunt', 'homestead', 'lie', 'nest']",,n,tɒɲɒ
bába,1395,"1111  tn.  (?), 1395 k.",bába,,"['midwife, midwives']",,n,baːbɒ
káliz,1111,1111,káliz,,,,n,kaːliz
madár,1372,"1113  tn.  (?),  1372 u.",madár,,"['bird', 'sucker']",,n,mɒdaːr
négy,1372,"1113  tn.  (?),  1372 u.",négy,,['four'],"2. Ősi, finnugor kori szavak ",r,neːɟ
nyár,1237,"1113 tn.,  1237",nyár1,,"['poplar', 'summer', 'summertime']","1. Ősi, uráli kori szavak ",n,ɲaːr
morotva,1256,"1113 tn.,  1256",morotva,,,,r,morotvɒ
csík,1395,"1113 tn., 1395 k.",csík1,,"['band', 'ribbon', 'streak', 'stria, striae', 'strip', 'stripe', 'stripping', 'welt']","1. Hangutánzó, hangfestő szavak ",n,t͡ʃiːk
család,1493,"1113 tn., 1493 k.",család,,"['family', 'folks', 'house', 'parentage', 'people']",,n,t͡ʃɒlaːd
üreg,1551,"1113 tn., 1551",üreg,,"['cave', 'cavern', 'cavity', 'chamber', 'cove', 'cup', 'delve', 'excavation', 'hold', 'hollow', 'interstice', 'pit', 'recess', 'scoop', 'sinus, sinus', 'socket', 'well']",,n,yrɛɡ
ás,1113,1113,-ás/-és,+,"['to burrow', 'to delve', 'to dig, dug', 'to grub', 'to sink, sank, sunk', 'to spade']",,v,aːʃ
és,1113,1113,-ás/-és,+,"['and', 'more', 'plus']",,r,eːʃ
forrás,1113,1113,forrás,,"['boil', 'fermentation', 'font', 'fount', 'fountain', 'fund', 'mint', 'mother', 'parent', 'resource', 'rise', 'root', 'seethe', 'source', 'spring', 'well']",,n,forraːʃ
láp,1113,1113,láp,,"['bog', 'fen', 'marsh', 'marshland', 'moor', 'moorland', 'muskeg', 'swamp', 'tarn', 'wetland']",,n,laːp
bér,1416,"1121 tn. (?), 1416 u.",bér,,"['hire', 'lease', 'pay', 'payment', 'rental', 'wage']",,n,beːr
páka,1661,"1121 tn. (?), 1661",páka,,,c) Szlovák jövevényszavak ?,v,paːkɒ
liget,1206,"1121 tn., 1206",liget,,"['grounds', 'grove', 'wood', 'woods']",,n,liɡɛt
fon,1372,"1121 tn., 1372 u.",fon,,"['to plate', 'to spin, span, spun', 'to spin, spun', 'to wattle', 'to weave, wove, woven', 'to wreathe']","1. Ősi, uráli kori szavak ",v,fon
gyönyörű,1372,"1121 tn., 1372 u.",gyönyörű,,"['beauteous', 'beautiful']",1. Származékszavak ,a,ɟøɲøryː
nád,1395,"1121 tn., 1395 k.",nád,,['reed'],II. Iráni (például alán) jövevényszavak ?,r,naːd
vályú,1395,"1121 tn., 1395 k.",vályú,,"['chow hall', 'riffle', 'trough']",,n,vaːjuː
őr,1399,"1121 tn., 1399",őr,,"['custodian', 'guard', 'guardian', 'keeper', 'minder', 'sentinel', 'sentry', 'ward', 'watcher', 'watch']",4. Játékos szóalkotással létrejött szavak ,n,øːr
tót,1405,"1121 tn., 1405 k.",tót,,['Slovak'],,r,toːt
vörös,1416,"1121 tn., 1416 u.",vörös,,"['foxy', 'red', 'ruddy']",10. Szóhasadással keletkezett szavak ,a,vørøʃ
szép,1300,"1127–1131 tn. (?), 13. sz. közepe",szép,,"['beautiful', 'fair', 'fine', 'good', 'lovely', 'nice', 'nice-looking', 'pretty', 'proper']","2. Ősi, finnugor kori szavak ?",a,seːp
jobbágy,11271131,1127–1131,jobbágy,,"['serf', 'thrall']",1. Származékszavak ,n,jobbaːɟ
húgy,1300,"1130–1141 tn. (?), 13. sz. eleje",húgy2,,"['piss', 'stale', 'urine']","1. Ősi, uráli kori szavak ",r,huːɟ
bot,1372,"1131 tn (?), 1372 u.",bot,,"['pole', 'staff', 'stick']",,n,bot
orvos,1372,"1131 tn. (?), 1372 u.",orvos,,"['doctor', 'leech', 'medico', 'medical man', 'physician']","2. Ősi, finnugor kori szavak ?",n,orvoʃ
kas,1405,"1131 tn. (?), 1405 k.",kas,,"['body', 'carriage', 'hive']",,n,kɒʃ
orv,1372,"1131 tn.(?), 1372 u.",orv,,,"a) Besenyő, kun jövevényszavak ?",v,orv
székely,1395,"1131 tn., 1395 k.",székely,,,G) ISMERETLEN EREDETŰ SZAVAK ,n,seːkɛj
szegény,1195,"1131–1141 tn. (?), 1195 k.",szegény,,"['to be shit poor', 'to be skint', 'beggar', 'hungry', 'pauper', 'penniless', 'poor', 'skint']",G) ISMERETLEN EREDETŰ SZAVAK ,a,sɛɡeːɲ
él,1200,"1131–1141 tn. (?), 12. sz. vége",él1,,"['crease', 'cutting edge', 'edge', 'to exist', 'face', 'head', 'ledge', 'to live', 'poignancy', 'to subsist']","1. Ősi, uráli kori szavak ",v,eːl
ág,1300,"1131–1141 tn. (?), 13. sz. eleje",ág,,"['arm', 'branch', 'perch', 'shroud', 'snub', 'sprig']",,n,aːɡ
húg,1372,"1131–1141 tn. (?), 1372 u.",húg,,['sister'],G) ISMERETLEN EREDETŰ SZAVAK ,n,huːɡ
apad,1510,"1131–1141 tn. (?), 1510",apad,,"['to be on the wane', 'to dry', 'to dwindle', 'to dwindle away', 'to ebb', 'to lessen', 'to sink, sank, sunk', 'to wane']","2. Ősi, finnugor kori szavak ?",v,ɒpɒd
húgy,1538,"1131–1141 tn. (?), 1538",húgy1,,"['piss', 'stale', 'urine']","1. Ősi, uráli kori szavak ",r,huːɟ
vet,1200,"1131–1141 tn., 12. sz. vége",vet,,"['to cast, cast', 'to dart', 'to fling, flung', 'to heave', 'to heave, hove', 'to let fly', 'to project', 'to put in', 'to put, put', 'to send, sent', 'to shed, shed', 'to shed', 'to shy', 'to sling, slung', 'to sow, sowed, sown', 'to throw, threw, thrown', 'to toss']","2. Ősi, finnugor kori szavak ?",v,vɛt
szerelem,1200,"1131–1141 tn., 1200 k.",szerelem,,"['love', 'mush', 'passion']",,n,sɛrɛlɛm
borz,1395,"1131–1141 tn., 1395 k.",borz,,['badger'],b) Csuvasos típusú jövevényszavak ?,n,borz
burok,1405,"1132 tn. (?), 1405 k.",burok,,"['cod', 'hull', 'husk', 'sheath', 'shell', 'skin', 'vagina, vaginae']",1. Származékszavak ,n,burok
büdös,1416,"1135 tn. (?), 1416 u.",büdös,,"['effing', 'fetid', 'frowsty', 'malodorous', 'nifty', 'nosey', 'nosy', 'rank', 'smelly', 'stenchy', 'to stink, stank, stunk', 'stinking', 'stinky', 'whiffy']",1. Származékszavak ,v,bydøʃ
csömör,15531561,"1135 tn. (?), 1553–1561",csömör,,"['cloying', 'heaving', 'nausea', 'surfeit']",F) VITATOTT EREDETŰ SZAVAK ,n,t͡ʃømør
lt,1135,1135,-lt,+,,,v,lt
rozs,1395,"1137 tn. (?), 1395 k.",rozs,,['rye'],,n,roʒ
rossz,1456,"1137 tn. (?), 1456 k.",rossz,,"['bad', 'to be fucked up', 'to be on the fritz', 'to be out of kilter', 'crappy', 'crummy', 'dipshit', 'dirty', 'dud', 'dutch', 'evil', 'gimpy', 'hard', 'harm', 'ill', 'incorrect', 'low', 'maleficent', 'muddy', 'naff', 'not good', 'raunchy', 'shitty', 'sleazo', 'sleazy', 'stinky', 'vicious', 'wicked', 'wrong']","2. Ősi, finnugor kori szavak ?",a,roʃs
ék,1138,1138,-ék1,+,"['adornment', 'chock', 'cleat', 'fish', 'peg', 'scotch', 'skid', 'spacer', 'wedge']",,n,eːk
fő,1416,"1138 (?), 1416 u.",fő2,,"['to boil', 'to brew', 'chief', 'to cook', 'grand', 'head', 'high', 'leading', 'man, men', 'primal', 'prime', 'to seethe', 'to stew']",,n,føː
szeg,1300,"1138 tn, 13. sz. közepe",szeg3,,"['to hem', 'peg', 'pin', 'spike', 'stud', 'tack']",,n,sɛɡ
bán,1146,"1138 tn. (?), 1146",bán1,,,,r,baːn
eszik,1200,"1138 tn. (?), 12. sz. vége",eszik,,"['to chow', 'to eat, ate, eaten', 'to fare', 'to feed, fed', 'to partake, partook, partaken', 'to scarf', 'to stomach', 'to victual']","2. Ősi, finnugor kori szavak ",v,ɛsik
fél,1200,"1138 tn. (?), 12. sz. vége",fél2,,"['to apprehend', 'to be frightened', 'to be in a fright', 'to dread', 'to dread oneself', 'to fear', 'to feel frightened', 'to funk', 'half', 'to shit a brick', 'to shit bricks', 'to shit oneself', 'to squib']","1. Ősi, uráli kori szavak ",n,feːl
kín,1200,"1138 tn. (?), 12. sz. vége",kín,,"['anguish', 'distress', 'pain', 'pang', 'passion', 'torment']",,n,kiːn
ország,1200,"1138 tn. (?), 12. sz. vége",ország,,"['country', 'land']",,n,orsaːɡ
ős,1200,"1138 tn. (?), 12. sz. vége",ős,,"['ancestor', 'forbear', 'forebear', 'forefather', 'old man', 'parent', 'pristine', 'progenitor', 'sire']",,r,øːʃ
agy,1230,"1138 tn. (?), 1230 k.",agy,,"['brain', 'seat of learning', 'upper story']","2. Ősi, finnugor kori szavak ?",n,ɒɟ
gomb,1230,"1138 tn. (?), 1230 k.",gomb,,"['button', 'knob', 'stud']","1. Hangutánzó, hangfestő szavak ?",n,ɡomb
szél,1245,"1138 tn. (?), 1245",szél1,,"['breeze', 'confine', 'edge', 'heel', 'ledge', 'lip', 'margin', 'periphery', 'shelf, shelves', 'wind']","3. Ősi, ugor kori szavak ",n,seːl
gát,1256,"1138 tn. (?), 1256",gát,,"['baffle', 'bar', 'barrage', 'dike', 'dyke', 'hindrance', 'hurdle', 'obstacle', 'pen', 'seal', 'shackle', 'traverse', 'weir']",,n,ɡaːt
seb,12601270,"1138 tn. (?), 1260–1270",seb,,"['breach', 'gash', 'lesion', 'scarring', 'smart', 'sore', 'wound']",,n,ʃɛb
szög,1270,"1138 tn. (?), 1270",szög1,,"['angle', 'bevel', 'corner', 'nail']","3. Ősi, ugor kori szavak ?",n,søɡ
csoda,1300,"1138 tn. (?), 13. sz. eleje",csoda,,"['marvel', 'miracle', 'prodigy', 'wonder']",,n,t͡ʃodɒ
egyéb,1300,"1138 tn. (?), 13. sz. eleje",egyéb,,"['else', 'other']",,r,ɛɟeːb
kér,1300,"1138 tn. (?), 13. sz. eleje",kér,,"['to ask', 'to ask for', 'to charge', 'to conjure', 'to demand', 'to desire', 'to entreat', 'to implore', 'to make a request', 'to petition', 'to pray', 'to request', 'to require', 'to sue', 'to supplicate', 'to take for']","2. Ősi, finnugor kori szavak ",v,keːr
szül,1300,"1138 tn. (?), 13. sz. eleje",szül,,"['to be confined', 'to be in labour', 'to bear, bore, born', 'to breed, bred', 'to bring forth', 'to gender', 'to give birth', 'to produce']","3. Ősi, ugor kori szavak ?",v,syl
tud,1300,"1138 tn. (?), 13. sz. eleje",tud,,"['to ken', 'to savvy', 'to tell, told']",,v,tud
bú,1300,"1138 tn. (?), 13. sz. közepe",bú1,,"['dolor', 'dolour', 'sorrow']",,r,buː
édes,1300,"1138 tn. (?), 13. sz. közepe",édes,,"['ducky', 'luscious', 'suave', 'sweet', 'to taste sweet']",,n,eːdɛʃ
fél,1300,"1138 tn. (?), 13. sz. közepe",fél1,,"['to apprehend', 'to be frightened', 'to be in a fright', 'to dread', 'to dread oneself', 'to fear', 'to feel frightened', 'to funk', 'half', 'to shit a brick', 'to shit bricks', 'to shit oneself', 'to squib']","1. Ősi, uráli kori szavak ",n,feːl
ígér,1300,"1138 tn. (?), 13. sz. közepe",ígér,,"['to bid, bade, bidden', 'to bid, bid', 'to covenant', 'to promise']","3. Ősi, ugor kori szavak ?",v,iːɡeːr
szégyen,1300,"1138 tn. (?), 13. sz. közepe",szégyen,,"['disgrace', 'disparagement', 'disrepute', 'ignominy', 'opprobrium', 'reproach', 'shame']",G) ISMERETLEN EREDETŰ SZAVAK ,n,seːɟɛn
tőr,1300,"1138 tn. (?), 13. sz. közepe",tőr1,,"['dagger', 'knife, knives', 'pit', 'snare']",,n,tøːr
vér,1300,"1138 tn. (?), 13. sz. közepe",vér,,"['blood', 'life-blood']","2. Ősi, finnugor kori szavak ",n,veːr
bő,1300,"1138  tn.  (?),  13. sz.  második  fele",bő,,"['baggy', 'bounteous', 'bountiful', 'broad', 'exuberant', 'large', 'loose', 'opulent', 'plentiful', 'rich', 'wide']",,a,bøː
éh,1300,"1138  tn.  (?),  13. sz.  második  fele",éh,,,,r,eːh
háború,1300,"1138  tn.  (?),  13. sz.  második  fele",háború,,"['war', 'warfare']",,n,haːboruː
hitvány,1300,"1138  tn.  (?), 13.század eleje",hitvány,,"['abject', 'base', 'bum', 'contemptible', 'despicable', 'dirty', 'groveling', 'grovelling', 'low-down', 'mean', 'pitiable', 'raffish', 'rascally', 'rinky-dink', 'rubbishy', 'scummy', 'scurvied', 'scurvy', 'shoddy', 'slim', 'sordid', 'sorry', 'squalid', 'tin-pot', 'trashy', 'unworthy', 'vile', 'villainous', 'worthless', 'wretch', 'yellow']",G) ISMERETLEN EREDETŰ SZAVAK ,a,hitvaːɲ
bak,1329,"1138 tn. (?), 1329",bak,,"['buck', 'dickey', 'dickey-seat', 'dicky', 'horse', 'tree', 'trestle']",1. Német jövevényszavak általában ,n,bɒk
tok,1329,"1138 tn. (?), 1329",tok1,,"['case', 'casing', 'holder', 'holster', 'husk', 'pod', 'sheath', 'shuck', 'skin', 'socket']",b) Csuvasos típusú jövevényszavak ?,n,tok
él,1348,"1138 tn. (?), 1348",él2,,"['crease', 'cutting edge', 'edge', 'to exist', 'face', 'head', 'ledge', 'to live', 'poignancy', 'to subsist']",,v,eːl
sulyok,1355,"1138 tn. (?), 1355",sulyok,,"['bat', 'beetle', 'dolly', 'mall', 'mallet', 'maul', 'monkey', 'ram']",1. Származékszavak ?,n,ʃujok
baj,1365,"1138 tn. (?),  1365 k.",baj,,"['amiss', 'bane', 'bother', 'complaint', 'disease', 'distress', 'evil', 'grief', 'hardship', 'harm', 'ills', 'malady', 'matter', 'misadventure', 'mischief', 'misery', 'misfortune', 'need', 'predicament', 'shit', 'shit city', 'shit street', 'shithouse', 'sore', 'trouble', 'unease', 'unpleasantness']",b) Horvát-szerb jövevényszavak ,n,bɒj
hat,1368,"1138  tn.  (?),  1368",hat2,,"['to act', 'to actuate', 'to affect', 'to get home', 'to hit home', 'to operate', 'six', 'to strike home', 'to take, took, taken', 'to take effect', 'to tell, told', 'to work']",,v,hɒt
esik,1372,"1138  tn.  (?), 1372 k.",esik,,"['to come down', 'to fall, fell, fallen', 'to land', 'to pitch', 'to plummet', 'to rain', 'to sag', 'to sink, sank, sunk']","1. Ősi, uráli kori szavak ",v,ɛʃik
bánt,1372,"1138  tn.  (?),  1372 u.",bánt,,"['to ail', 'to annoy', 'to chagrin', 'to discommode', 'to displease', 'to distress', 'to grieve', 'to injure', 'to jar', 'to maltreat', 'to offend', 'to outrage']",1. Származékszavak ,v,baːnt
beszéd,1372,"1138  tn.  (?),  1372 u.",beszéd,,"['address', 'blurb', 'harangue', 'manner of speech', 'parlance', 'speech', 'spoken word', 'talking']",,n,bɛseːd
bízik,1372,"1138  tn.  (?),  1372 u.",bízik,,['to credit'],G) ISMERETLEN EREDETŰ SZAVAK ,v,biːzik
bújik,1372,"1138  tn.  (?),  1372 u.",bújik,,"['to hide, hid', 'to hide, hid, hidden', 'to peep out', 'to spring, sprang, sprung', 'to spring up']",,v,buːjik
egyes,1372,"1138  tn.  (?),  1372 u.",egyes,,"['certain', 'individual', 'several', 'single', 'singular', 'some']",,a,ɛɟɛʃ
galamb,1372,"1138  tn.  (?),  1372 u.",galamb,,"['dove', 'pigeon']",,n,ɡɒlɒmb
halad,1372,"1138  tn.  (?),  1372 u.",halad,,"['to advance', 'to come along', 'to come on', 'to drift', 'to fare', 'to get on', 'to go on', 'to go, went, gone', 'to head', 'to make an advance', 'to make head', 'to make out', 'to make way', 'to move on', 'to pass', 'to proceed', 'to progress', 'to run, ran, run', 'to speed, sped', 'to speed', 'to tend']",,v,hɒlɒd
hó,1372,"1138  tn.  (?),  1372 u.",hó1,,['snow'],,n,hoː
hős,1372,"1138  tn.  (?),  1372 u.",hős,,['hero'],,r,høːʃ
kém,1372,"1138  tn.  (?),  1372 u.",kém,,"['lurker', 'mole', 'spy', 'undercover man']",G) ISMERETLEN EREDETŰ SZAVAK ,n,keːm
ken,1372,"1138  tn.  (?),  1372 u.",ken,,"['to grease', 'to oil', 'to salve', 'to slush']",G) ISMERETLEN EREDETŰ SZAVAK ,r,kɛn
kés,1372,"1138  tn.  (?),  1372 u.",kés,,"['knife, knives']","2. Ősi, finnugor kori szavak ",n,keːʃ
késik,1372,"1138  tn.  (?),  1372 u.",késik,,"['to be behind time', 'to be late', 'to be overdue', 'to hold off']",,v,keːʃik
ok,1372,"1138  tn.  (?),  1372 u.",ok,,"['cause', 'ground', 'motive', 'occasion', 'parent', 'reason', 'score', 'wherefore']",,n,ok
remény,1372,"1138  tn.  (?),  1372 u.",remény,,"['confidence', 'expectancy', 'expectation', 'expectations', 'hope', 'outlook', 'prospects', 'trist', 'trust']",,n,rɛmeːɲ
sok,1372,"1138  tn.  (?),  1372 u.",sok,,"['a good many', 'a great many', 'a lot of', 'a number of', 'any amount', 'any number', 'gob', 'lots of', 'many', 'might', 'much', 'numerous', 'power', 'scores', 'several', 'whacking', 'whacking-great']","2. Ősi, finnugor kori szavak ",r,ʃok
társ,1372,"1138  tn.  (?),  1372 u.",társ,,"['associate', 'beaupere', 'companion', 'fellow', 'mate', 'partner']",?,n,taːrʃ
tó,1372,"1138  tn.  (?),  1372 u.",tó,,"['lake', 'loch', 'lough', 'mere', 'pool']",,n,toː
tolvaj,1372,"1138  tn.  (?),  1372 u.",tolvaj,,"['filch', 'larcener', 'larcenist', 'larcenous', 'pilferer', 'pincher', 'purloiner', 'scrounger', 'scrounge', 'sticky fingers', 'taker', 'thief']",1. Származékszavak ,n,tolvɒj
tőr,1372,"1138  tn.  (?),  1372 u.",tőr2,,"['dagger', 'knife, knives', 'pit', 'snare']",b) Csuvasos típusú jövevényszavak ?,n,tøːr
úszik,1372,"1138  tn.  (?),  1372 u.",úszik,,"['to be afloat', 'to drift', 'to float', 'to ride, rode, ridden', 'to swim, swam, swum']",,v,uːsik
vált,1372,"1138  tn.  (?),  1372 u.",vált,,"['to change', 'to exchange', 'to relay']",,v,vaːlt
vét,1372,"1138  tn.  (?),  1372 u.",vét,,"['to default', 'to fault']",G) ISMERETLEN EREDETŰ SZAVAK ,v,veːt
irigy,1380,"1138 tn.  (?),  1380 k.",irigy,,"['envious', 'grudging', 'jaundiced', 'yellow']",,a,iriɟ
szél,1390,"1138  tn.  (?),  1390 k.",szél2,,"['breeze', 'confine', 'edge', 'heel', 'ledge', 'lip', 'margin', 'periphery', 'shelf, shelves', 'wind']",b) Csuvasos típusú jövevényszavak ,n,seːl
bika,1395,"1138  tn.  (?),  1395 k.",bika,,['bull'],,n,bikɒ
búza,1395,"1138  tn.  (?),  1395 k.",búza,,"['corn', 'wheat']",b) Csuvasos típusú jövevényszavak ,n,buːzɒ
csat,1395,"1138  tn.  (?),  1395 k.",csat,,"['buckle', 'clasp', 'fastener', 'hasp', 'Morse', 'snap']",F) VITATOTT EREDETŰ SZAVAK ,n,t͡ʃɒt
csóka,1395,"1138  tn.  (?),  1395 k.",csóka,,"['grackle', 'jackdaw']",F) VITATOTT EREDETŰ SZAVAK ,n,t͡ʃoːkɒ
gém,1395,"1138  tn.  (?),  1395 k.",gém,,,,n,ɡeːm
gomba,1395,"1138  tn.  (?),  1395 k.",gomba,,['mushroom'],,n,ɡombɒ
hörcsög,1395,"1138  tn.  (?),  1395 k.",hörcsög,,['hamster'],,n,hørt͡ʃøɡ
ideg,1395,"1138  tn.  (?),  1395 k.",ideg,,['nerve'],"1. Ősi, uráli kori szavak ",n,idɛɡ
kápa,1395,"1138  tn.  (?),  1395 k.",kápa,,,,n,kaːpɒ
kasza,1395,"1138  tn.  (?),  1395 k.",kasza,,['scythe'],c) Szlovák jövevényszavak ?,n,kɒsɒ
kenyér,1395,"1138  tn.  (?),  1395 k.",kenyér,,"['bread', 'tommy']",I. Permi jövevényszavak ?,n,kɛɲeːr
méh,1395,"1138  tn.  (?),  1395 k.",méh1,,"['bee', 'honey-bee', 'uterus', 'womb']","2. Ősi, finnugor kori szavak ",n,meːh
mén,1395,"1138  tn.  (?),  1395 k.",mén,,"['horse', 'stallion', 'stud']",,n,meːn
nyom,1395,"1138  tn.  (?),  1395 k.",nyom,,"['clew', 'clue', 'foil', 'hint', 'to hype', 'impress', 'imprint', 'to load', 'mark', 'to oppress', 'to press', 'to push', 'to run off', 'to rush', 'slot', 'spoor', 'to stress', 'trace', 'track', 'trail', 'vestige']",,n,ɲom
ősz,1395,"1138  tn.  (?),  1395 k.",ősz1,,"['autumn', 'fall', 'grizzled', 'hoar', 'hoary', 'white']",G) ISMERETLEN EREDETŰ SZAVAK ,r,øːs
őz,1395,"1138  tn.  (?),  1395 k.",őz,,"['deer', 'roe']",,n,øːz
patkány,1395,"1138  tn.  (?),  1395 k.",patkány,,"['creep', 'rat', 'yuck', 'yuk']",,n,pɒtkaːɲ
rés,1395,"1138  tn.  (?),  1395 k.",rés,,"['airspace', 'breach', 'break', 'chink', 'crack', 'cranny', 'crevice', 'fissure', 'gap', 'hiatus', 'interstice', 'leak', 'mortice', 'mortise', 'pool', 'recess', 'rive', 'slit', 'slot', 'split', 'vent']","2. Ősi, finnugor kori szavak ",n,reːʃ
süllő,1395,"1138  tn.  (?),  1395 k.",süllő,,,b) Csuvasos típusú jövevényszavak ,n,ʃylløː
szel,1395,"1138  tn.  (?),  1395 k.",szel,,"['to slice', 'to slice off']","2. Ősi, finnugor kori szavak ",v,sɛl
üllő,1395,"1138  tn.  (?),  1395 k.",üllő,,['anvil'],9. Szófajváltással keletkezett szavak ,n,ylløː
varjú,1395,"1138  tn.  (?),  1395 k.",varjú,,"['carrion-crow', 'crow']",,n,vɒrjuː
dob,1405,"1138  tn.  (?), 1405 k.",dob1,,"['barrel', 'to bung', 'to cast, cast', 'to drop', 'drum', 'to fling, flung', 'to gag', 'to heave, hove', 'to heave', 'to jilt', 'to launch', 'to let fly', 'to pitch', 'to project', 'to put, put', 'to shy', 'to slap', 'to sling, slung', 'to throw, threw, thrown', 'to toss', 'trommel']",,v,dob
kan,1405,"1138  tn.  (?), 1405 k.",kan,,['boar'],G) ISMERETLEN EREDETŰ SZAVAK ,n,kɒn
szakács,1405,"1138  tn.  (?), 1405 k.",szakács,,['cook'],,n,sɒkaːt͡ʃ
szirony,1405,"1138  tn.  (?), 1405 k.",szirony1,,,b) Csuvasos típusú jövevényszavak ?,n,siroɲ
tok,1405,"1138  tn.  (?), 1405 k.",tok2,,"['case', 'casing', 'holder', 'holster', 'husk', 'pod', 'sheath', 'shuck', 'skin', 'socket']",G) ISMERETLEN EREDETŰ SZAVAK ,n,tok
áru,1416,"1138 tn. (?), 1416 u.",áru,,"['chaffer', 'goods', 'merchandise', ""seller's over"", 'ware']",1. Származékszavak ,n,aːru
