hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,wordipa
káva,1535,"1057  tn.  (?),  1535","1057  placename  (?),   1535",káva,,"['brim', 'edge']","brim, edge","apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,kaːvɒ
sürög,1536,"1057  tn.  (?),  1536","1057  placename  (?),   1536",sürög,,bustle,bustle,1. Származékszavak ,1. Derivatives,,v,ʃyrøɡ
bizony,1300,"1057 tn.,  13. sz.  eleje",beginning of   13. century  ,bizony,,"['to be sure', 'jolly well', 'sure enough', 'verily']","be_sure, jolly_well, sure_enough, verily",1. Származékszavak ,1. Derivatives,,r,bizoɲ
hit,1372,"1057 tn.,  1372 u.","1057 placename, after   1372 ",hit,,"['belief', 'conviction', 'faith', 'persuasion']","belief, conviction, faith, persuasion",1. Származékszavak ,1. Derivatives,,n,hit
hazug,1395,"1057 tn.,  1395 k.","1057 placename, ca.   1395 ",hazug,,"['mendacious', 'untrue']","mendacious, untrue",,,,a,hɒzuɡ
kos,1395,"1061  tn.  (?),  1395 k.","1061  placename  (?), ca.   1395 ",kos,,"['buck', 'ram']","buck, ram",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,koʃ
pest,1401,"1061  tn.  (?),  1401","1061  placename  (?),   1401",pest,,Pest,Pest,a) Bolgár jövevényszavak ,(a) Bulgarian newcomer words,,a,pɛʃt
patak,1135,"1061 tn., 1135","1061 placename,  1135",patak,,"['brook', 'brooklet', 'creek', 'rivulet', 'stream', 'streamlet', 'water-course', 'watercourse']","brook, brooklet, creek, rivulet, stream, streamlet, water-course, watercourse",,,,n,pɒtɒk
süvölt,1405,"1061 tn., 1405 k.","1061 placename, ca.  1405 ",süvölt,,"['to rout', 'to wuther']","rout, wuther",1. Származékszavak ,1. Derivatives,,v,ʃyvølt
öcs,1372,"1067 k. tn. (?), 1372 u.","ca. 1067  placename (?), after  1372 ",öcs,,['brother'],brother,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,øt͡ʃ
száz,1217,"1067 k. tn. (?), 1217","ca. 1067  placename (?),  1217",száz,,hundred,hundred,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,saːz
öt,1372,"1067 k. tn.  (?),  1372 u.","ca. 1067  placename  (?), after   1372 ",öt,,['five'],five,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,øt
hét,1405,"1067 k.  tn.  (?),  1405 k.","ca. 1067   placename  (?), ca.   1405 ",hét2,,"['seven', 'week']","seven, week",11. Jelentéselkülönüléssel keletkezett szavak ,11. Words formed by difference of meaning,,n,heːt
gubacs,1604,"1067 k.  tn.  (?),  1604","ca. 1067   placename  (?),   1604",gubacs,,['gall'],gall,1. Származékszavak ,1. Derivatives,,n,ɡubɒt͡ʃ
szem,1200,"1067 k. tn.,  12. sz.  vége",end of   12. century  ,szem,,"['bud', 'burgeon', 'eye', 'grain', 'offset']","bud, burgeon, eye, grain, offset","1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,n,sɛm
éger,1234,"1067 k. tn., 1234","ca. 1067  placename,  1234",éger,,['alder'],alder,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,eːɡɛr
levél,1372,"1067 k. tn., 1372 u.","ca. 1067  placename, after  1372 ",levél,,"['billet', 'dispatch', 'epistle', 'flag', 'letter']","billet, dispatch, epistle, flag, letter",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,lɛveːl
szekér,1372,"1067 k. tn., 1372 u.","ca. 1067  placename, after  1372 ",szekér,,"['cart', 'dray', 'wagon']","cart, dray, wagon",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,sɛkeːr
nyű,1395,"1067 k. tn., 1395 k.","ca. 1067  placename, ca.  1395 ",nyű2,,"['maggot', 'worm']","maggot, worm","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,r,ɲyː
sarok,1395,"1067 k. tn., 1395 k.","ca. 1067  placename, ca.  1395 ",sarok,,"['angle', 'cant', 'corner', 'heel', 'nook', 'pole']","angle, cant, corner, heel, nook, pole",1. Származékszavak ,1. Derivatives,,n,ʃɒrok
szín,1456,"1067 k. tn., 1456 k.","ca. 1067  placename, ca.  1456 ",szín1,,"['colour', 'complexion', 'face', 'hovel', 'lean-to', 'setting', 'tint']","colour, complexion, face, hovel, lean-to, setting, tint",c) Keleti szláv jövevényszavak (általában) ?,c) East Slavic newcomer words (in general)?,,n,siːn
hét,1200,"1067 tn. (?), 1200 k.","1067 placename (?), ca.  1200 ",hét1,,"['seven', 'week']","seven, week","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,heːt
szeg,1067,1067 tn.,1067 placename,szeg2,,"['to hem', 'peg', 'pin', 'spike', 'stud', 'tack']","hem, peg, pin, spike, stud, tack",,,,n,sɛɡ
fény,1300,"1075 tn. (?), 13. sz. eleje",beginning of  13. century ,fény,,"['blaze', 'grandeur', 'light', 'luster', 'lustre', 'pageantry', 'polish', 'pomp', 'shine', 'splendor', 'splendour', 'state', 'stateliness']","blaze, grandeur, light, luster, lustre, pageantry, polish, pomp, shine, splendor, splendour, state, stateliness","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,feːɲ
cseh,1405,"1075 tn. (?), 1405 k.","1075 placename (?), ca.  1405 ",cseh,,['bohemian'],bohemian,a) Cseh jövevényszavak ,a) Czech newcomer words,,a,t͡ʃɛh
szurok,1416,"1075 tn. (?), 1416 u.","1075 placename (?), after  1416 ",szurok,,"['black pitch', 'pitch']","black_pitch, pitch","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,surok
tolmács,1430,"1075 tn. (?), 1430 k.","1075 placename (?), ca.  1430 ",tolmács,,Translator,Translator,"apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,tolmaːt͡ʃ
doboz,1528,"1075 tn. (?), 1528","1075 placename (?),  1528",doboz,,"['box', 'can', 'canister', 'case', 'pack']","box, can, canister, case, pack",,,,n,doboz
hany,1584,"1075 tn. (?), 1584","1075 placename (?),  1584",hany,,How many,How_many,"1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,v,hɒɲ
malom,1666,"1075 tn. (?), 1666","1075 placename (?),  1666",malom,,['mill'],mill,,,,n,mɒlom
udvarnok,1217,"1075 tn., 1217","1075 placename,  1217",udvarnok,,OSWALD,OSWALD,,,,n,udvɒrnok
mély,1372,"1075 tn., 1372 u.","1075 placename, after  1372 ",mély,,"['absorbed', 'deep', 'low', 'lowly', 'low-pitched', 'profound', 'recondite', 'rich']","absorbed, deep, low, lowly, low-pitched, profound, recondite, rich","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,a,meːj
szőlő,1372,"1075 tn., 1372 u.","1075 placename, after  1372 ",szőlő,,"['grape', 'grapes', 'vine']","grape, grapes, vine",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,søːløː
udvar,1372,"1075 tn., 1372 u.","1075 placename, after  1372 ",udvar,,"['court', 'run', 'yard']","court, run, yard",,,,n,udvɒr
kengyel,1380,"1075 tn., 1380 k.","1075 placename, ca.  1380 ",kengyel,,"['bow', 'stirrup']","bow, stirrup",1. Származékszavak ?,1. Derivatives?,,n,kɛnɟɛl
bors,1395,"1075 tn.,  1395 k.","1075 placename, ca.   1395 ",bors,,"['black pepper', 'pepper']","black_pepper, pepper",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,borʃ
hatvan,1405,"1075 tn.,  1405 k.","1075 placename, ca.   1405 ",hatvan,,['sixty'],sixty,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,hɒtvɒn
keskeny,1416,"1075 tn.,  1416 u.","1075 placename, after   1416 ",keskeny,,"['extenuate', 'narrow', 'strait']","extenuate, narrow, strait",,,,a,kɛʃkɛɲ
kereszt,1248,"1075/1217 tn.,  1248","1075/1217 placename,   1248",kereszt,,"['cross', 'tree']","cross, tree","12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,kɛrɛst
kis,1337,"1075/1217 tn.,  1337","1075/1217 placename,   1337",kis,,"['low', 'petit']","low, petit",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,a,kiʃ
horog,1395,"1075/1217 tn.,  1395 k.","1075/1217 placename, ca.   1395 ",horog,,"['clench', 'crotchet', 'grapple', 'hitch', 'hook']","clench, crotchet, grapple, hitch, hook","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,horoɡ
arany,1075,1075,1075,arany,,"['gold', 'red gold', 'royal metal', 'yellow metal']","gold, red_gold, royal_metal, yellow_metal","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,ɒrɒɲ
jó,1200,"1079  (?),  12. sz.  vége",end of   12. century  ,jó1,,"['aces', 'to be all aces', 'bitching', 'bitching twitching', 'boss', 'clean', 'fair', 'fine', 'to fit', 'fucking', 'good', 'hunky-dory', 'mind-blowing', 'near', 'nice', 'right', 'shit hot', 'slick', 'smart', 'sniffy', 'top notch', 'way-out', 'wayout', 'well']","aces, be_all_aces, bitching, bitching_twitching, boss, clean, fair, fine, fit, fucking, good, hunky-dory, mind-blowing, near, nice, right, shit_hot, slick, smart, sniffy, top_notch, way-out, wayout, well","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,a,joː
sün,1395,"1079  tn.  (?), 1395 k.","1079  placename  (?), ca.  1395 ",sün,,['urchin'],urchin,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,ʃyn
szed,1079,1079,1079,szed,,"['to glean', 'to pick', 'to pull']","glean, pick, pull","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,v,sɛd
köt,1200,"1086 tn. (?), 12. sz. vége",end of  12. century ,köt,,"['to bind, bound', 'to knit, knit', 'to knit', 'to lace', 'to tie', 'to work', 'to wreathe']","bind, bound, knit, knit, knit, lace, tie, work, wreathe","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,køt
les,1269,"1086 tn. (?), 1269","1086 placename (?),  1269",les,,"['ambuscade', 'ambush', 'lurking-place', 'to peek']","ambuscade, ambush, lurking-place, peek","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,v,lɛʃ
bátor,1290,"1086 tn. (?), 1290 k.","1086 placename (?), ca.  1290 ",bátor,,"['ballsy', 'bold', 'brave', 'courageous', 'dreadnought', 'fearless', 'gallant', 'game', 'hardy', 'insensible to fear', 'intrepid', 'manful', 'plucky', 'spirited', 'stout', 'valiant', 'yeomanly']","ballsy, bold, brave, courageous, dreadnought, fearless, gallant, game, hardy, insensible_fear, intrepid, manful, plucky, spirited, stout, valiant, yeomanly",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,a,baːtor
vesz,1300,"1086 tn.  (?),  13. sz.  eleje",beginning of   13. century  ,vesz,,"['to buy, bought', 'to dip', 'to get, got', 'to nick', 'to take, took, taken']","buy, bought, dip, get, got, nick, take, took, taken",,,,v,vɛs
örök,1300,"1086  tn.  (?),  13. sz.  második  fele","1086  placename  (?),   13. century  második  fele",örök,,"['dateless', 'eternal', 'perpetual', 'persistent']","dateless, eternal, perpetual, persistent",a) Török jövevényszavak általában ?,a) Turkish newcomers in general?,,a,ørøk
béke,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",béke,,"['peace', 'peacetime', 'quiet', 'quietude']","peace, peacetime, quiet, quietude",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,beːkɛ
dög,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",dög,,"['carcase', 'carcass', 'carrion']","carcase, carcass, carrion",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,døɡ
erő,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",erő,,"['dint', 'flourish', 'force', 'fortitude', 'kick', 'might', 'moment', 'nerve', 'pith', 'potency', 'power', 'punch', 'sinews', 'strength', 'stress', 'sturdiness', 'vigor', 'vigour', 'zip']","dint, flourish, force, fortitude, kick, might, moment, nerve, pith, potency, power, punch, sinews, strength, stress, sturdiness, vigor, vigour, zip",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,ɛrøː
kígyó,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",kígyó,,"['serpent', 'snake']","serpent, snake","1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,n,kiːɟoː
szám,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",szám,,"['digit', 'number', 'numeral', 'numero', 'size']","digit, number, numeral, numero, size",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,saːm
szar,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",szar,,"['to be fucked up', 'crap', 'crappy', 'dipshit', 'dung', 'fucking', 'muck', 'naff', 'scuz', 'scuzz', 'shit', 'shitty', 'sleazo', 'sleazy', 'sodding', 'stinky', 'tripe', 'turd', 'yuck', 'yuk']","be_fucked_up, crap, crappy, dipshit, dung, fucking, muck, naff, scuz, scuzz, shit, shitty, sleazo, sleazy, sodding, stinky, tripe, turd, yuck, yuk","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,a,sɒr
szemét,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",szemét,,"['discard', 'dreck', 'dross', 'dust', 'garbage', 'mess', 'muck', 'refuse', 'rubbish', 'rubbishy', 'scum', 'shitty junk', 'sleaze', 'sleazebag', 'sleazo', 'sleazy', 'snotty', 'sodding', 'stinky', 'sweepings', 'trash']","discard, dreck, dross, dust, garbage, mess, muck, refuse, rubbish, rubbishy, scum, shitty_junk, sleaze, sleazebag, sleazo, sleazy, snotty, sodding, stinky, sweepings, trash",d) Nyugati szláv jövevényszavak (általában) ?,d) West Slavic newcomer words (usually)?,,n,sɛmeːt
vért,1372,"1086  tn.  (?),  1372 u.","1086  placename  (?), after   1372 ",vért,,armor,armor,II. Iráni (például alán) jövevényszavak ?,"II. Iranian (for example, under) newcomer words?",,n,veːrt
részeg,1380,"1086 tn. (?), 1380 k.","1086 placename (?), ca.  1380 ",részeg,,"['to be blitzed out', 'to be bust', 'to be busted', 'to be hot', 'to be in drink', 'to be in liquor', 'to be lit up', 'to be shit-faced drunk', 'to be stoned', 'to be stoned out', 'to be topped', 'to be up the pole', 'to be way-out', 'to be zipped', 'to be zonked out', 'blind', 'blind drunk', 'blue', 'boiled', 'cooked', 'cut', 'drunk', 'drunken', 'groggy', 'have been in the sun', ""have the sun in one's eyes"", 'inebriate', 'intoxicated', 'laced', 'loaded', 'lushy', 'to out cold', 'pickled', 'pie-eyed', 'pissed', 'plastered', 'queer', 'sloshed', 'tiddly', 'tipsy', 'top-heavy', 'vinous', 'woozy']","be_blitzed_out, be_bust, be_busted, be_hot, be_in_drink, be_in_liquor, be_lit_up, be_shit-faced_drunk, be_stoned, be_stoned_out, be_topped, be_up_the_pole, be_way-out, be_zipped, be_zonked_out, blind, blind_drunk, blue, boiled, cooked, cut, drunk, drunken, groggy, have_been_in_the_sun, ""have_the_sun_in_ones_eyes"", inebriate, intoxicated, laced, loaded, lushy, out_cold, pickled, pie-eyed, pissed, plastered, queer, sloshed, tiddly, tipsy, top-heavy, vinous, woozy",1. Származékszavak ,1. Derivatives,,a,reːsɛɡ
szoros,1380,"1086 tn. (?), 1380 k.","1086 placename (?), ca.  1380 ",szoros,,"['close', 'confined', 'cove', 'cramp', 'cramped', 'defile', 'narrows', 'near', 'pass', 'serried', 'strait', 'strict', 'stringent', 'taut', 'tense', 'tight']","close, confined, cove, cramp, cramped, defile, narrows, near, pass, serried, strait, strict, stringent, taut, tense, tight","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,a,soroʃ
acél,1395,"1086 tn. (?), 1395 k.","1086 placename (?), ca.  1395 ",acél,,['steel'],steel,,,,n,ɒt͡seːl
bor,1395,"1086 tn. (?), 1395 k.","1086 placename (?), ca.  1395 ",bor,,['wine'],wine,a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,bor
köröm,1395,"1086 tn. (?), 1395 k.","1086 placename (?), ca.  1395 ",köröm,,"['claw', 'dent', 'fingernail', 'nail', 'toenail']","claw, dent, fingernail, nail, toenail",1. Származékszavak ,1. Derivatives,,n,kørøm
tapló,1395,"1086 tn. (?), 1395 k.","1086 placename (?), ca.  1395 ",tapló,,"['fungus', 'German tinder', 'punk', 'shit-kicker', 'spunk', 'tinder', 'touchwood']","fungus, German_tinder, punk, shit-kicker, spunk, tinder, touchwood",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,tɒploː
hang,1416,"1086 tn. (?), 1416 u.","1086 placename (?), after  1416 ",hang,,"['note', 'sound', 'speech', 'strain', 'tenor', 'tune', 'voice', 'vox, voces']","note, sound, speech, strain, tenor, tune, voice, vox, voces",1. Származékszavak ?,1. Derivatives?,,n,hɒnɡ
lop,1519,"1086 tn. (?), 1519 k.","1086 placename (?), ca.  1519 ",lop,,"['to filch', 'to heist', 'to nick', 'to pinch', 'to pole', 'to pull', 'to snoop', 'to steal, stole, stolen']","filch, heist, nick, pinch, pole, pull, snoop, steal, stole, stolen",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,v,lop
vemhes,1555,"1086 tn. (?), 1555","1086 placename (?),  1555",vemhes,,"['in lamb', 'pregnant', 'with lamb', 'with young']","in_lamb, pregnant, with_lamb, with_young",1. Származékszavak ,1. Derivatives,,n,vɛmhɛʃ
duda,1590,"1086 tn. (?), 1590 k.","1086 placename (?), ca.  1590 ",duda,,"['hooter', 'horn']","hooter, horn",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,dudɒ
kese,1792,"1086 tn. (?), 1792","1086 placename (?),  1792",kese,,fallow,fallow,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,kɛʃɛ
akol,1193,"1086 tn., 1193","1086 placename,  1193",akol,,"['fold', 'kraal', 'pen']","fold, kraal, pen",c) Szlovén jövevényszavak ?,c) Slovenian newcomer words?,,n,ɒkol
bükk,1193,"1086 tn., 1193","1086 placename,  1193",bükk,,['beech'],beech,,,,n,bykk
hárs,1220,"1086 tn., 1220 k.","1086 placename, ca.  1220 ",hárs,,"['lime', 'linden']","lime, linden",4. Valószínűleg ősi szavak?,4. Probably ancient words?,,n,haːrʃ
föld,1300,"1086 tn., 13 sz. eleje",beginning of  13 century ,föld,,"['dirt', 'earth', 'ground', 'land', 'soil', 'terra']","dirt, earth, ground, land, soil, terra",1. Származékszavak ?,1. Derivatives?,,n,føld
mag,1300,"1086 tn., 13. sz. eleje",beginning of  13. century ,mag,,"['core', 'heart', 'nucleus, nuclei', 'pip', 'seed', 'stone']","core, heart, nucleus, nuclei, pip, seed, stone","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,mɒɡ
bal,1372,"1086 tn., 1372 u.","1086 placename, after  1372 ",bal,,['left'],left,"2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,bɒl
farkas,1372,"1086 tn., 1372 u.","1086 placename, after  1372 ",farkas,,"['wolf, wolves']","wolf, wolves",9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,fɒrkɒʃ
magas,1372,"1086 tn., 1372 u.","1086 placename, after  1372 ",magas,,"['eminent', 'high', 'high-pitched', 'lofty', 'piping', 'tall', 'taunt']","eminent, high, high-pitched, lofty, piping, tall, taunt",1. Származékszavak ?,1. Derivatives?,,a,mɒɡɒʃ
német,1372,"1086 tn., 1372 u.","1086 placename, after  1372 ",német,,"['Dutch', 'Fritz', 'German', 'jerry']","Dutch, Fritz, German, jerry",,,,a,neːmɛt
vő,1380,"1086 tn., 1380 k.","1086 placename, ca.  1380 ",vő,,['son-in-law'],son-in-law,"1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,r,vøː
dinnye,1395,"1086 tn., 1395 k.","1086 placename, ca.  1395 ",dinnye,,melon,melon,,,,n,dinɲɛ
nyúl,1395,"1086 tn., 1395 k.","1086 placename, ca.  1395 ",nyúl1,,"['bun', 'candyass', 'to finger', 'rabbit', 'wat', 'wimpy']","bun, candyass, finger, rabbit, wat, wimpy",,,,v,ɲuːl
pásztor,1395,"1086 tn., 1395 k.","1086 placename, ca.  1395 ",pásztor,,"['herd', 'shepherd']","herd, shepherd",,,,n,paːstor
szalma,1395,"1086 tn., 1395 k.","1086 placename, ca.  1395 ",szalma,,['straw'],straw,,,,n,sɒlmɒ
zászló,1395,"1086 tn., 1395 k.","1086 placename, ca.  1395 ",zászló,,"['banner', 'bunting', 'ensign', 'flag', 'pennant', 'standard', 'streamer']","banner, bunting, ensign, flag, pennant, standard, streamer",b) Horvát-szerb jövevényszavak ?,b) Croatian-Serbian newcomer words?,,n,zaːsloː
orosz,1405,"1086 tn., 1405 k.","1086 placename, ca.  1405 ",orosz,,['Russian'],Russian,b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,a,oros
szakáll,1405,"1086 tn., 1405 k.","1086 placename, ca.  1405 ",szakáll,,"['beard', 'gill', 'jowl', 'wattle', 'whiskers']","beard, gill, jowl, wattle, whiskers",a) Török jövevényszavak általában ,a) Turkish newcomers in general,,n,sɒkaːll
komló,1478,"1086 tn., 1478","1086 placename,  1478",komló,,['hop'],hop,b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,komloː
pogány,1526,"1086 tn., 1526","1086 placename,  1526",pogány,,"['heathen', 'pagan', 'paganish', 'profane']","heathen, pagan, paganish, profane",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,poɡaːɲ
